GO_ID	term	ontology	p_value	fold_enrichment	gene_count	genes	FDR
GO:0005737	cytoplasm	cellular_component	0.021949137643605093	1.9122159301206605	11	AT1G11870,AT1G16540,AT1G48175,AT1G49980,AT1G60440,AT1G77580,AT2G01690,AT2G31370,AT3G02600,AT3G59410,AT5G13790	0.0611440262928999
GO:0071897	DNA biosynthetic process	biological_process	0.02301048120114872	42.99084668192219	1	AT1G49980	0.06297605381367018
GO:0015937	coenzyme A biosynthetic process	biological_process	0.023999152653689425	41.19956140350877	1	AT1G60440	0.0634553866775517
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	molecular_function	0.023999152653689425	41.19956140350877	1	AT2G01900	0.0634553866775517
GO:0010262	somatic embryogenesis	biological_process	0.025973573922034535	38.030364372469634	1	AT5G13790	0.06753129219728979
GO:0010227	floral organ abscission	biological_process	0.027944105897060253	35.31390977443609	1	AT5G13790	0.07069815062436693
GO:0006402	mRNA catabolic process	biological_process	0.028927915729689856	34.0961887477314	1	AT2G17970	0.07069815062436693
GO:0006400	tRNA modification	biological_process	0.028927915729689856	34.0961887477314	1	AT1G48175	0.07069815062436693
GO:0010629	negative regulation of gene expression	biological_process	0.029910756033386013	32.959649122807015	1	AT5G13790	0.07069815062436693
GO:0071365	cellular response to auxin stimulus	biological_process	0.029910756033386013	32.959649122807015	1	AT5G13790	0.07069815062436693
GO:2000377	regulation of reactive oxygen species metabolic process	biological_process	0.029910756033386013	32.959649122807015	1	AT2G01900	0.07069815062436693
GO:0000049	tRNA binding	molecular_function	0.03089262773780567	31.896434634974533	1	AT3G59410	0.07192910338951768
GO:0007033	vacuole organization	biological_process	0.0318735317717391	30.89967105263158	1	AT2G01690	0.07312163171163676
GO:0010118	stomatal movement	biological_process	0.03285346906311072	29.963317384370015	1	AT1G16540	0.07321630248350389
GO:0010182	sugar mediated signaling pathway	biological_process	0.03285346906311072	29.963317384370015	1	AT1G16540	0.07321630248350389
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	0.03383244053897983	29.08204334365325	1	AT1G49980	0.07433606653635005
GO:0003684	damaged DNA binding	molecular_function	0.037738686798381105	26.020775623268698	1	AT1G49980	0.08176715472982572
GO:0000775	chromosome, centromeric region	cellular_component	0.04065827572765868	24.116816431322206	1	AT1G76710	0.08571204072317234
GO:0051302	regulation of cell division	biological_process	0.04065827572765868	24.116816431322206	1	AT4G01540	0.08571204072317234
GO:0046856	phosphatidylinositol dephosphorylation	biological_process	0.04162955395008558	23.542606516290725	1	AT2G01900	0.086589472216178
GO:0006418	tRNA aminoacylation for protein translation	biological_process	0.042599874661742164	22.995104039167686	1	AT1G11870	0.08744184798989181
GO:0016829	lyase activity	molecular_function	0.04356923878107965	22.47248803827751	1	AT1G16540	0.0882701461019276
GO:0042054	histone methyltransferase activity	molecular_function	0.04550510091231946	21.495423340961096	1	AT1G76710	0.08985817395344096
GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	0.04550510091231946	21.495423340961096	1	AT1G11870	0.08985817395344096
GO:0031965	nuclear membrane	cellular_component	0.047437147674296846	20.599780701754383	1	AT4G01540	0.09250243796487886
GO:0071472	cellular response to salt stress	biological_process	0.04936538638383651	19.77578947368421	1	AT2G01900	0.09507407747998142
GO:0009749	response to glucose	biological_process	0.05032808000171883	19.388028895768834	1	AT1G16540	0.09574610341790411
GO:0007005	mitochondrion organization	biological_process	0.051289824344120355	19.015182186234817	1	AT1G11870	0.09640015177931055
GO:0009965	leaf morphogenesis	biological_process	0.05608433877115405	17.347183748845797	1	AT4G01540	0.10293125703882391
GO:0009910	negative regulation of flower development	biological_process	0.05608433877115405	17.347183748845797	1	AT5G13790	0.10293125703882391
GO:0045037	protein import into chloroplast stroma	biological_process	0.057040406557136304	17.0480943738657	1	AT1G16540	0.1034686444524798
GO:0048481	plant ovule development	biological_process	0.05894971428022851	16.479824561403507	1	AT1G11870	0.10570293595075456
GO:0009651	response to salt stress	biological_process	0.06128066905908203	4.968791325046284	2	AT1G16540,AT5G37370	0.10863391333200904
GO:0010311	lateral root formation	biological_process	0.06465507970067937	14.981658692185007	1	AT5G11630	0.11123935023600044
GO:0045893	positive regulation of DNA-templated transcription	biological_process	0.06482759563185175	4.811627609168908	2	AT4G01540,AT5G13790	0.11123935023600044
GO:0042742	defense response to bacterium	biological_process	0.06537939645838753	4.78832674907608	2	AT1G16540,AT5G11630	0.11123935023600044
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	0.06560269372892334	14.758051846032991	1	AT5G13790	0.11123935023600044
GO:0010224	response to UV-B	biological_process	0.06654937295248957	14.541021671826625	1	AT1G76710	0.11163120624288574
GO:0009791	post-embryonic development	biological_process	0.0684399305738276	14.125563909774435	1	AT2G32410	0.11358116137784156
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	0.08435985368310209	11.365396249243798	1	AT1G69520	0.13852775973225187
GO:2000280	regulation of root development	biological_process	0.08714161749441661	10.98654970760234	1	AT5G11630	0.14160512842842699
GO:0003697	single-stranded DNA binding	molecular_function	0.09083783870619158	10.519036954087344	1	AT1G49980	0.1460897199810916
GO:0030170	pyridoxal phosphate binding	molecular_function	0.09451948597978595	10.08968850698174	1	AT1G16540	0.1504595899270062
GO:0016746	acyltransferase activity	molecular_function	0.09910113563721804	9.599897802759324	1	AT1G78690	0.155887970746416
GO:0009736	cytokinin-activated signaling pathway	biological_process	0.10001475301721287	9.507591093117409	1	AT4G01540	0.155887970746416
GO:0016791	phosphatase activity	molecular_function	0.10092746823966678	9.41704260651629	1	AT2G01900	0.155887970746416
GO:0009742	brassinosteroid mediated signaling pathway	biological_process	0.10638486274950822	8.908013276434328	1	AT5G11630	0.16270626067571844
GO:0006351	DNA-templated transcription	biological_process	0.10910145090553308	8.673591874422899	1	AT5G25520	0.16524103243944815
GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process	0.11809879553016499	7.974108658743633	1	AT5G13790	0.1771481932952475
GO:0000932	P-body	cellular_component	0.11988761745522952	7.847535505430242	1	AT2G17970	0.17811874593348384
GO:0010228	vegetative to reproductive phase transition of meristem	biological_process	0.12877886623060872	7.270510835913313	1	AT1G76710	0.18902938435346522
GO:0005634	nucleus	cellular_component	0.12965477003731268	1.3264033361887997	15	AT1G22650,AT1G48175,AT1G49980,AT1G76710,AT1G78690,AT2G17970,AT2G31370,AT2G32410,AT3G59410,AT4G01540,AT4G02760,AT5G13790,AT5G25520,AT5G37370,AT5G61960	0.18902938435346522
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	0.15407176823297844	5.992663476874003	1	AT1G28610	0.22254810966985775
GO:0031969	chloroplast membrane	cellular_component	0.157503841946856	5.850825288072251	1	AT3G02600	0.22541834260283977
GO:0006338	chromatin remodeling	biological_process	0.15921479072241942	5.7823945829486	1	AT1G76710	0.22579552138815845
GO:0006396	RNA processing	biological_process	0.16602481732502056	5.523963540135254	1	AT1G28090	0.23333217570002887
GO:0000166	nucleotide binding	molecular_function	0.16856470580146926	5.432909196067091	1	AT1G11870	0.23478655450918934
GO:0006970	response to osmotic stress	biological_process	0.17193951057700693	5.316072439162422	1	AT1G16540	0.2373678199116202
GO:0009617	response to bacterium	biological_process	0.18115159709850984	5.019235907026449	1	AT5G11630	0.24686537978216244
GO:0009734	auxin-activated signaling pathway	biological_process	0.18198409407018387	4.993886230728336	1	AT1G16540	0.24686537978216244
GO:0009658	chloroplast organization	biological_process	0.19191000270283415	4.708521303258145	1	AT1G11870	0.25697579705548984
GO:0048364	root development	biological_process	0.1927318477916174	4.686206036418059	1	AT5G11630	0.25697579705548984
GO:0009408	response to heat	biological_process	0.20171860113711115	4.454006638217164	1	AT1G16540	0.2666788286219436
GO:0005774	vacuolar membrane	cellular_component	0.21541593099954137	4.13719445056155	1	AT2G01690	0.28239399357923073
GO:0009555	pollen development	biological_process	0.22573568343806757	3.923767752715121	1	AT2G01690	0.29345638846948785
GO:0045892	negative regulation of DNA-templated transcription	biological_process	0.22809832888244824	3.8776057791537664	1	AT5G13790	0.2940771843443134
GO:0042803	protein homodimerization activity	molecular_function	0.2343644499615909	3.7596557934760853	1	AT5G13790	0.29967913273777197
GO:0050832	defense response to fungus	biological_process	0.251341992655329	3.4694367497691596	1	AT5G11630	0.3174777027169328
GO:0046983	protein dimerization activity	molecular_function	0.25362852091489735	3.433296783625731	1	AT5G13790	0.3174777027169328
GO:0016787	hydrolase activity	molecular_function	0.2543891848693372	3.4214168639592057	1	AT1G48175	0.3174777027169328
GO:0003824	catalytic activity	molecular_function	0.27018987510743164	3.189643463497453	1	AT1G16540	0.33262218987315545
GO:0005524	ATP binding	molecular_function	0.2707885776531458	1.6571890620405763	3	AT1G11870,AT1G60440,AT3G59410	0.33262218987315545
GO:0009793	embryo development ending in seed dormancy	biological_process	0.27390361542421265	3.139014202172097	1	AT5G13790	0.33382003129825916
GO:0005777	peroxisome	cellular_component	0.3072178412529083	2.7390290129756525	1	AT2G32410	0.36974086128367045
GO:0003723	RNA binding	molecular_function	0.31027639652380146	1.7799990525368325	2	AT1G28090,AT5G61960	0.36974086128367045
GO:0005975	carbohydrate metabolic process	biological_process	0.3121551279308147	2.686927917620137	1	AT1G22650	0.36974086128367045
GO:0009409	response to cold	biological_process	0.3128576518554135	2.679646270146912	1	AT1G16540	0.36974086128367045
GO:0005739	mitochondrion	cellular_component	0.3336767961219882	1.3093080954504905	5	AT1G11870,AT1G28090,AT1G69520,AT2G01690,AT5G11630	0.39138030221827186
GO:0003677	DNA binding	molecular_function	0.36757406272593585	1.5633035157062616	2	AT4G01540,AT5G13790	0.42536488816177564
GO:0003700	DNA-binding transcription factor activity	molecular_function	0.36810423013999816	1.388099401522055	3	AT2G31370,AT4G01540,AT5G13790	0.42536488816177564
GO:0003729	mRNA binding	molecular_function	0.4117763507607014	1.4257959245626683	2	AT2G17970,AT5G61960	0.46902417524663365
GO:0003676	nucleic acid binding	molecular_function	0.41189943595377443	1.897868471562784	1	AT5G61960	0.46902417524663365
GO:0043565	sequence-specific DNA binding	molecular_function	0.4361401254615373	1.7594118748829368	1	AT5G13790	0.4930279679130422
GO:0006355	regulation of DNA-templated transcription	biological_process	0.44407424764205233	1.2303477482590757	3	AT2G31370,AT4G01540,AT5G13790	0.4983854865623033
GO:0008270	zinc ion binding	molecular_function	0.45269563732382534	1.673078635675483	1	AT1G48175	0.5044322815894053
GO:0000325	plant-type vacuole	cellular_component	0.46493831437009414	1.6130333991585815	1	AT2G01690	0.5143998371754233
GO:0005789	endoplasmic reticulum membrane	cellular_component	0.48862890641217904	1.5050068092605944	1	AT4G01540	0.5368035873260558
GO:0106310	protein serine kinase activity	molecular_function	0.4959503023140431	1.473605773001804	1	AT3G59410	0.5410366934335016
GO:0003674	molecular_function	molecular_function	0.5619942403303659	1.0060601733263121	6	AT1G77580,AT2G01690,AT4G02760,AT5G11630,AT5G25520,AT5G37370	0.6088270936912298
GO:0009506	plasmodesma	cellular_component	0.5792860039174986	1.1687818837874828	1	AT2G17970	0.6232318386974468
GO:0005829	cytosol	cellular_component	0.5933483881666213	0.9897792529371475	3	AT1G11870,AT2G01690,AT2G31370	0.6339886887259789
GO:0005515	protein binding	molecular_function	0.6428288873386104	0.9236706900366282	4	AT1G48175,AT2G17970,AT2G32410,AT5G13790	0.6821857579919948
GO:0004674	protein serine/threonine kinase activity	molecular_function	0.6792015944781327	0.893215423382304	1	AT3G59410	0.7132050070451226
GO:0004672	protein kinase activity	molecular_function	0.6812022182674569	0.8884002458977632	1	AT3G59410	0.7132050070451226
GO:0005794	Golgi apparatus	cellular_component	0.7480543163919313	0.7390055857131618	1	AT1G77580	0.7779764890476085
GO:0000976	transcription cis-regulatory region binding	molecular_function	0.7806948965629689	0.6726459004654494	1	AT2G31370	0.8065457209524711
GO:0005575	cellular_component	cellular_component	0.8077871058023194	0.6199307045042072	1	AT1G16540	0.8290446612181699
GO:0009507	chloroplast	cellular_component	0.8266938873061742	0.68889187669592	3	AT1G11870,AT1G49980,AT2G01900	0.8403204415432133
GO:0005886	plasma membrane	cellular_component	0.8295471025490696	0.6852317904949483	3	AT1G78690,AT2G32410,AT3G02600	0.8403204415432133
GO:0005576	extracellular region	cellular_component	0.946316052598689	0.3554239660978471	1	AT1G28610	0.9524213174541644
GO:0016020	membrane	cellular_component	0.9774817110124986	0.2771270946424357	1	AT4G01540	0.9774817110124986
