sample_name	study_id	condition	is_flight	UMAP1	UMAP2	cluster
GLDS-120_rna_seq_Atha_Col-0-PhyD_root_FLT_dark_Rep3_GSM2493794_Day13_GLbulkRNAseq	OSD-120	flight	1	-3.4444556	22.443167	2
GLDS-120_rna_seq_Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day13_GLbulkRNAseq	OSD-120	ground_control	0	-3.2981303	21.905027	2
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep1_R1-FL-C1_GLbulkRNAseq	OSD-37	flight	1	-6.742887	2.852652	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_FLT_Rep1_R1-FL-C2_GLbulkRNAseq	OSD-37	flight	1	-7.8335457	2.81677	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_FLT_Rep1_R1-FL-C3_GLbulkRNAseq	OSD-37	flight	1	-7.771722	2.9390428	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep2_R1-FL-C4_GLbulkRNAseq	OSD-37	flight	1	-6.864483	3.2033043	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_FLT_Rep2_R1-FL-C5_GLbulkRNAseq	OSD-37	flight	1	-7.5163875	3.1379254	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep3_R1-FL-D1_GLbulkRNAseq	OSD-37	flight	1	-6.315653	3.0429597	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_FLT_Rep2_R1-FL-D2_GLbulkRNAseq	OSD-37	flight	1	-7.567658	3.0678365	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_FLT_Rep3_R1-FL-D3_GLbulkRNAseq	OSD-37	flight	1	-7.884332	2.7385068	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep4_R1-FL-D4_GLbulkRNAseq	OSD-37	flight	1	-6.730051	2.9858737	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_FLT_Rep3_R1-FL-D5_GLbulkRNAseq	OSD-37	flight	1	-7.681081	3.111173	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep1_R1-GC-C1_GLbulkRNAseq	OSD-37	ground_control	0	-6.336136	3.2669752	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_GC_Rep1_R1-GC-C2_GLbulkRNAseq	OSD-37	ground_control	0	-7.9342065	3.051472	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_GC_Rep1_R1-GC-C3_GLbulkRNAseq	OSD-37	ground_control	0	-7.3446827	3.338031	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep2_R1-GC-C4_GLbulkRNAseq	OSD-37	ground_control	0	-6.4037294	3.2047415	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_GC_Rep2_R1-GC-C5_GLbulkRNAseq	OSD-37	ground_control	0	-7.555766	2.5599186	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep3_R1-GC-D1_GLbulkRNAseq	OSD-37	ground_control	0	-6.671592	3.1658485	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_GC_Rep2_R1-GC-D2_GLbulkRNAseq	OSD-37	ground_control	0	-7.1547976	2.6608777	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_GC_Rep3_R1-GC-D3_GLbulkRNAseq	OSD-37	ground_control	0	-7.7308784	2.6722093	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep4_R1-GC-D4_GLbulkRNAseq	OSD-37	ground_control	0	-6.7545414	2.9090104	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_GC_Rep3_R1-GC-D5_GLbulkRNAseq	OSD-37	ground_control	0	-7.371328	2.7189977	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1_GLbulkRNAseq	OSD-37	flight	1	-6.7061367	3.4894204	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2_GLbulkRNAseq	OSD-37	flight	1	-7.983811	2.4169216	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3_GLbulkRNAseq	OSD-37	flight	1	-8.070283	3.4510503	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4_GLbulkRNAseq	OSD-37	flight	1	-7.1890297	3.1121309	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5_GLbulkRNAseq	OSD-37	flight	1	-8.329105	2.8281252	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1_GLbulkRNAseq	OSD-37	flight	1	-7.0591516	3.3466072	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2_GLbulkRNAseq	OSD-37	flight	1	-7.933215	3.1531618	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3_GLbulkRNAseq	OSD-37	flight	1	-7.94015	3.2634695	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4_GLbulkRNAseq	OSD-37	flight	1	-7.0154266	2.8486285	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5_GLbulkRNAseq	OSD-37	flight	1	-8.107153	3.4134357	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1_GLbulkRNAseq	OSD-37	ground_control	0	-6.48276	3.2169805	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2_GLbulkRNAseq	OSD-37	ground_control	0	-7.3850904	2.7663608	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3_GLbulkRNAseq	OSD-37	ground_control	0	-8.114345	2.951661	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4_GLbulkRNAseq	OSD-37	ground_control	0	-6.221854	3.2943037	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5_GLbulkRNAseq	OSD-37	ground_control	0	-7.813563	2.4043148	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1_GLbulkRNAseq	OSD-37	ground_control	0	-6.5239086	3.3898118	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2_GLbulkRNAseq	OSD-37	ground_control	0	-7.635681	3.4923532	0
GLDS-37_rna_seq_Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3_GLbulkRNAseq	OSD-37	ground_control	0	-7.7062345	2.9366853	0
GLDS-37_rna_seq_Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4_GLbulkRNAseq	OSD-37	ground_control	0	-6.615238	3.4867995	0
GLDS-37_rna_seq_Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5_GLbulkRNAseq	OSD-37	ground_control	0	-7.4126577	3.4183373	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1_GLbulkRNAseq	OSD-37	flight	1	-6.816327	2.251692	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4_GLbulkRNAseq	OSD-37	flight	1	-7.015542	2.1581101	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep3_R1-FL-B1_GLbulkRNAseq	OSD-37	flight	1	-6.9037433	2.424196	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep4_R1-FL-B4_GLbulkRNAseq	OSD-37	flight	1	-7.0562778	2.1072204	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep1_R1-GC-A1_GLbulkRNAseq	OSD-37	ground_control	0	-6.690135	2.1733334	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep2_R1-GC-A4_GLbulkRNAseq	OSD-37	ground_control	0	-6.717596	1.9081591	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep3_R1-GC-B1_GLbulkRNAseq	OSD-37	ground_control	0	-7.1542263	1.8583568	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep4_R1-GC-B4_GLbulkRNAseq	OSD-37	ground_control	0	-6.696768	1.9191597	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep5_R2-FL-A1_GLbulkRNAseq	OSD-37	flight	1	-6.563546	2.0947497	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep6_R2-FL-A4_GLbulkRNAseq	OSD-37	flight	1	-7.101416	1.9286703	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep7_R2-FL-B1_GLbulkRNAseq	OSD-37	flight	1	-6.8360424	1.7505238	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_FLT_Rep8_R2-FL-B4_GLbulkRNAseq	OSD-37	flight	1	-6.6949015	1.7517575	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep5_R2-GC-A1_GLbulkRNAseq	OSD-37	ground_control	0	-7.279044	2.2509546	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep6_R2-GC-A4_GLbulkRNAseq	OSD-37	ground_control	0	-6.8382673	1.6603438	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep7_R2-GC-B1_GLbulkRNAseq	OSD-37	ground_control	0	-7.0187984	1.5426176	0
GLDS-37_rna_seq_Atha_Col-0_sl-pool_GC_Rep8_R2-GC-B4_GLbulkRNAseq	OSD-37	ground_control	0	-6.476276	2.0783715	0
GLDS-612_rna_seq_Flight_Col-0_Dark_bio_rep1_GLbulkRNAseq	OSD-678	flight	1	10.449322	-2.693684	1
GLDS-612_rna_seq_Flight_Col-0_Dark_bio_rep2_GLbulkRNAseq	OSD-678	flight	1	10.701773	-2.5646954	1
GLDS-612_rna_seq_Flight_Col-0_Dark_bio_rep3_GLbulkRNAseq	OSD-678	flight	1	10.355307	-3.2225773	1
GLDS-612_rna_seq_Flight_Col-0_Light_bio_rep1_GLbulkRNAseq	OSD-678	flight	1	10.791459	-2.871756	1
GLDS-612_rna_seq_Flight_Col-0_Light_bio_rep2_GLbulkRNAseq	OSD-678	flight	1	10.927481	-2.8828235	1
GLDS-612_rna_seq_Flight_Col-0_Light_bio_rep3_GLbulkRNAseq	OSD-678	flight	1	10.403441	-2.5975492	1
GLDS-612_rna_seq_Flight_phyD_Dark_bio_rep1_GLbulkRNAseq	OSD-678	flight	1	10.521684	-2.622575	1
GLDS-612_rna_seq_Flight_phyD_Dark_bio_rep2_GLbulkRNAseq	OSD-678	flight	1	10.609084	-2.9852004	1
GLDS-612_rna_seq_Flight_phyD_Dark_bio_rep3_GLbulkRNAseq	OSD-678	flight	1	10.545003	-2.3500614	1
GLDS-612_rna_seq_Flight_phyD_Light_bio_rep1_GLbulkRNAseq	OSD-678	flight	1	10.411949	-2.8730862	1
GLDS-612_rna_seq_Flight_phyD_Light_bio_rep2_GLbulkRNAseq	OSD-678	flight	1	10.8753805	-3.2347279	1
GLDS-612_rna_seq_Flight_phyD_Light_bio_rep3_GLbulkRNAseq	OSD-678	flight	1	10.871618	-3.056821	1
GLDS-612_rna_seq_Flight_Ws_Dark_bio_rep1_GLbulkRNAseq	OSD-678	flight	1	10.656462	-2.0805833	1
GLDS-612_rna_seq_Flight_Ws_Dark_bio_rep2_GLbulkRNAseq	OSD-678	flight	1	10.646161	-2.8790774	1
GLDS-612_rna_seq_Flight_Ws_Dark_bio_rep3_GLbulkRNAseq	OSD-678	flight	1	10.376244	-2.4595408	1
GLDS-612_rna_seq_Flight_Ws_Light_bio_rep1_GLbulkRNAseq	OSD-678	flight	1	11.043034	-2.46202	1
GLDS-612_rna_seq_Flight_Ws_Light_bio_rep2_GLbulkRNAseq	OSD-678	flight	1	11.224111	-2.289369	1
GLDS-612_rna_seq_Flight_Ws_Light_bio_rep3_GLbulkRNAseq	OSD-678	flight	1	11.201937	-3.2516584	1
GLDS-612_rna_seq_Ground_control_Col-0_Dark_bio_rep1_GLbulkRNAseq	OSD-678	ground_control	0	10.427341	-2.3069525	1
GLDS-612_rna_seq_Ground_control_Col-0_Dark_bio_rep2_GLbulkRNAseq	OSD-678	ground_control	0	11.022975	-2.6428003	1
GLDS-612_rna_seq_Ground_control_Col-0_Dark_bio_rep3_GLbulkRNAseq	OSD-678	ground_control	0	10.981243	-2.5682783	1
GLDS-612_rna_seq_Ground_control_Col-0_Light_bio_rep1_GLbulkRNAseq	OSD-678	ground_control	0	10.525572	-3.2927659	1
GLDS-612_rna_seq_Ground_control_Col-0_Light_bio_rep2_GLbulkRNAseq	OSD-678	ground_control	0	10.614995	-3.3665109	1
GLDS-612_rna_seq_Ground_control_Col-0_Light_bio_rep3_GLbulkRNAseq	OSD-678	ground_control	0	10.236721	-3.3999414	1
GLDS-612_rna_seq_Ground_control_phyD_Dark_bio_rep1_GLbulkRNAseq	OSD-678	ground_control	0	11.209766	-2.6359363	1
GLDS-612_rna_seq_Ground_control_phyD_Dark_bio_rep2_GLbulkRNAseq	OSD-678	ground_control	0	10.140297	-2.6050575	1
GLDS-612_rna_seq_Ground_control_phyD_Dark_bio_rep3_GLbulkRNAseq	OSD-678	ground_control	0	11.104487	-2.8498616	1
GLDS-612_rna_seq_Ground_control_phyD_Light_bio_rep1_GLbulkRNAseq	OSD-678	ground_control	0	10.58513	-2.939738	1
GLDS-612_rna_seq_Ground_control_phyD_Light_bio_rep2_GLbulkRNAseq	OSD-678	ground_control	0	10.243268	-3.0520012	1
GLDS-612_rna_seq_Ground_control_phyD_Light_bio_rep3_GLbulkRNAseq	OSD-678	ground_control	0	10.027643	-2.9311624	1
GLDS-612_rna_seq_Ground_control_Ws_Dark_bio_rep1_GLbulkRNAseq	OSD-678	ground_control	0	10.532339	-2.1519845	1
GLDS-612_rna_seq_Ground_control_Ws_Dark_bio_rep2_GLbulkRNAseq	OSD-678	ground_control	0	10.94119	-2.2550797	1
GLDS-612_rna_seq_Ground_control_Ws_Dark_bio_rep3_GLbulkRNAseq	OSD-678	ground_control	0	10.244845	-2.1971157	1
GLDS-612_rna_seq_Ground_control_Ws_Light_bio_rep1_GLbulkRNAseq	OSD-678	ground_control	0	10.791254	-1.9976977	1
GLDS-612_rna_seq_Ground_control_Ws_Light_bio_rep2_GLbulkRNAseq	OSD-678	ground_control	0	10.549278	-2.098336	1
GLDS-612_rna_seq_Ground_control_Ws_Light_bio_rep3_GLbulkRNAseq	OSD-678	ground_control	0	10.783958	-2.1042814	1
