gene	mean_abs_shap
AT5G56650	0.011418648140734929
AT2G46270	0.00911020141062142
AT3G13062	0.008593194317621863
AT4G35770	0.008311326309630213
AT2G47860	0.007661638206999621
AT3G57550	0.006871476394711035
AT1G02280	0.006707235783741749
AT3G61410	0.006677729329034433
AT1G04080	0.006479946306127554
AT5G58100	0.006457430011358015
AT5G65060	0.006242703582919082
AT1G01920	0.0061717675749059465
AT3G45300	0.00589819739220439
AT2G46380	0.005787814038598421
AT4G02430	0.005526786174677068
AT4G11970	0.00518514239178041
AT2G02390	0.005068005989573
AT5G59470	0.004709553202510778
AT5G22820	0.004627991166141444
AT1G07420	0.004604075053242724
AT1G44180	0.0045473659122383416
AT5G66720	0.004377953817331783
AT1G75020	0.004155091205607514
AT1G77480	0.00415314722108286
AT4G33650	0.004120671508505995
AT3G53760	0.004059671942473456
AT3G14075	0.003996181033837545
AT5G16800	0.003992573017381094
AT2G32840	0.003920911543282959
AT4G20380	0.003864017257235989
AT3G54960	0.003857818371178623
AT1G26260	0.0037481315678531413
AT2G36000	0.003438559458274948
AT4G22120	0.0033843439907075795
AT1G77580	0.003356100388176489
AT4G16520	0.003325980036181887
AT4G08460	0.0033124414353854353
AT3G03420	0.0033066683152955926
AT5G25380	0.0031214600164282675
AT3G11820	0.003107479941359637
AT2G37940	0.003106732303115713
AT5G40820	0.0031024780542734795
AT1G07940	0.0030968007850549865
AT1G23490	0.0030648776917240965
AT3G13560	0.0030285985879453903
AT4G21105	0.002999249881499562
AT4G27630	0.002996417184954463
AT5G12130	0.002953206230623165
AT4G19670	0.0029374949319139368
AT3G54000	0.00289461358918802
AT1G30510	0.002893648445164033
AT3G54500	0.002885711367824664
AT3G23255	0.0028677666315086695
AT3G29185	0.0028618596349870864
AT2G31350	0.0028593494793681413
AT2G17290	0.002813185012539555
AT4G34600	0.002724371294884189
AT2G04845	0.0026659122034273573
AT5G57060	0.0025842790450405183
AT3G21100	0.0025263240414766506
AT1G15110	0.0025231449201841547
AT3G58030	0.0024506665402695004
AT3G17920	0.002450483391448761
AT5G20250	0.0024376509766204165
AT3G28956	0.0024311469762388436
AT2G05830	0.0024154470581402468
AT1G80380	0.0023907247321974263
AT1G74770	0.002364820180588338
AT3G19810	0.0023637215736283996
AT3G29760	0.0023607400564461126
AT5G15510	0.002352194425565853
AT4G24680	0.002338839282252592
AT2G41060	0.0023086269226295785
AT2G26550	0.002296168222499288
AT4G03440	0.0022761626504763277
AT5G61920	0.0022496369045175535
AT1G76630	0.002246217786223974
AT1G53940	0.0022242384582210045
AT1G07780	0.0022156098455476925
AT4G35140	0.0022146258556211764
AT1G05410	0.0021663690096204217
AT1G09420	0.0021504056654882034
AT5G13190	0.002131131377422161
AT1G72340	0.0021136045351494675
AT1G06620	0.002078110156067899
AT2G32250	0.002030247484745538
AT1G19360	0.0020236501064378916
AT1G65260	0.002005421339155803
AT1G63010	0.0019915601380868413
AT4G27270	0.001977653965710492
AT4G21410	0.0019687477048184257
AT4G36480	0.0019506115452727023
AT1G04200	0.001928750036644674
AT5G22920	0.0018331240671407686
AT5G26760	0.0018326806176057432
AT2G21270	0.0018302532297825192
AT5G22280	0.0018228558023562656
AT3G09745	0.0018179990656970555
AT2G22190	0.0018134103687181134
AT2G20410	0.0017947734235476372
AT5G21900	0.0017897493780811892
AT1G48175	0.001778830236647499
AT1G30130	0.0017348892867631493
AT5G51170	0.0017344083546032142
AT4G35180	0.001725368880690851
AT4G08690	0.0017213979517641225
AT4G34000	0.0017095999000084946
AT1G78290	0.0017093656299767613
AT2G43000	0.00169974796916489
AT5G59220	0.0016855411534515644
AT5G24450	0.0016833666846496863
AT3G18500	0.0016627721000386812
AT2G46495	0.0016460419666805605
AT5G47480	0.0016042875184753991
AT3G21240	0.0015814950250196468
AT2G34310	0.0015708871427829606
AT4G15760	0.001563223832238809
AT5G06265	0.0015497741667317177
AT1G07119	0.001548500114816257
AT4G18140	0.0015390780520372878
AT4G31860	0.0015366624154408792
AT5G02840	0.0015343870203261623
AT4G00710	0.0015337056415691231
AT3G04490	0.0015276799117631187
AT1G75760	0.001523015642700537
AT5G08480	0.0015206729948212623
AT5G06180	0.0015177101008528122
AT2G24530	0.001509899241702863
AT5G44740	0.0015057886679644586
AT3G08510	0.0015022187828067307
AT1G28330	0.0014966837360626706
AT1G20160	0.0014962669322770782
AT4G02405	0.0014904640559058166
AT1G77220	0.0014902949890807015
AT5G37380	0.0014619274987462407
AT5G07400	0.0014602775884528447
AT4G05040	0.001457225112044405
AT5G30490	0.001450594428410228
AT2G43720	0.0014393589829066354
AT3G12620	0.0014321738400106545
AT1G21350	0.0014236609962298959
AT3G13445	0.0014236601776601808
AT1G80820	0.001421346438400494
AT2G25640	0.0014188775896742851
AT3G07860	0.0014109972510200533
AT3G26730	0.0013897164037275148
AT5G03630	0.001339545101105539
AT5G11640	0.001338199352057044
AT1G48410	0.0013296637557346583
AT4G30900	0.0013255675188404326
AT1G10910	0.0013222831365953217
AT1G04830	0.0013173155524578467
AT5G26340	0.0012903063791117387
AT1G29380	0.0012840035854242465
AT5G27680	0.0012601814514361749
AT4G29940	0.0012578840069611596
AT2G45670	0.0012537880466890604
AT2G29980	0.0012509174418249063
AT1G07480	0.0012438298733433144
AT3G19520	0.0012406941646946068
AT1G20510	0.001240278563603947
AT1G72370	0.0012370805678842036
AT4G17890	0.0012276183838496125
AT1G19400	0.0012252916847740555
AT5G14500	0.0012245315306924323
AT5G20490	0.001224040704316116
AT4G33050	0.0012158459905406835
AT2G22980	0.0012149467785959045
