GO_ID	term	ontology	p_value	fold_enrichment	gene_count	genes	FDR
GO:0106310	protein serine kinase activity	molecular_function	0.17825401103019975	1.5252106444298827	7	AT1G49160,AT1G67520,AT1G78530,AT3G29160,AT4G21400,AT4G21410,AT5G58140	0.32551110095775176
GO:0015693	magnesium ion transport	biological_process	0.18054120857244377	5.041459814839662	1	AT3G26670	0.32551110095775176
GO:0006400	tRNA modification	biological_process	0.18054120857244377	5.041459814839662	1	AT2G32320	0.32551110095775176
GO:0006506	GPI anchor biosynthetic process	biological_process	0.18054120857244377	5.041459814839662	1	AT4G17910	0.32551110095775176
GO:0043138	3'-5' DNA helicase activity	molecular_function	0.18054120857244377	5.041459814839662	1	AT5G27680	0.32551110095775176
GO:0097602	cullin family protein binding	molecular_function	0.1861505016713085	4.873411154345006	1	AT3G05870	0.3319227695242082
GO:0010052	guard cell differentiation	biological_process	0.1861505016713085	4.873411154345006	1	AT2G30370	0.3319227695242082
GO:0005227	calcium-activated cation channel activity	molecular_function	0.1861505016713085	4.873411154345006	1	AT4G22120	0.3319227695242082
GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	molecular_function	0.19172154687348386	4.716204342914523	1	AT5G24318	0.3381270917586897
GO:0030422	siRNA processing	biological_process	0.19172154687348386	4.716204342914523	1	AT3G49500	0.3381270917586897
GO:0004402	histone acetyltransferase activity	molecular_function	0.19172154687348386	4.716204342914523	1	AT3G12980	0.3381270917586897
GO:0009561	megagametogenesis	biological_process	0.19725460396677752	4.568822957198444	1	AT5G57790	0.34413123353916225
GO:0015095	magnesium ion transmembrane transporter activity	molecular_function	0.19725460396677752	4.568822957198444	1	AT3G26670	0.34413123353916225
GO:0007033	vacuole organization	biological_process	0.19725460396677752	4.568822957198444	1	AT4G33240	0.34413123353916225
GO:0010118	stomatal movement	biological_process	0.2027499309813354	4.430373776677278	1	AT5G58140	0.3511918447355274
GO:0004519	endonuclease activity	molecular_function	0.2027499309813354	4.430373776677278	1	AT4G21585	0.3511918447355274
GO:0016887	ATP hydrolysis activity	molecular_function	0.2058063910802496	1.5176712937406596	6	AT1G03905,AT3G21250,AT4G16660,AT5G14610,AT5G27680,AT5G46280	0.3545083712955836
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	0.20820778420148936	4.300068665598536	1	AT1G49980	0.3545083712955836
GO:0048564	photosystem I assembly	biological_process	0.20820778420148936	4.300068665598536	1	AT4G15510	0.3545083712955836
GO:0005680	anaphase-promoting complex	cellular_component	0.20820778420148936	4.300068665598536	1	AT3G05870	0.3545083712955836
GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process	0.2083193522046213	2.3581021714572614	2	AT1G18750,AT2G03060	0.3545083712955836
GO:0042802	identical protein binding	molecular_function	0.21077360373761447	1.8987316185759766	3	AT1G09530,AT4G22120,AT5G58140	0.35743076158301756
GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	0.21331675549099616	2.320671978259527	2	AT1G18750,AT2G03060	0.35851135922525085
GO:0043531	ADP binding	molecular_function	0.21331675549099616	2.320671978259527	2	AT4G12020,AT5G36930	0.35851135922525085
GO:0009556	microsporogenesis	biological_process	0.2136284181775206	4.177209560867149	1	AT5G57790	0.35851135922525085
GO:0016567	protein ubiquitination	biological_process	0.216947222026445	1.4373825033882743	7	AT1G53025,AT1G53490,AT1G67900,AT2G40640,AT3G02290,AT3G05870,AT4G03000	0.3628255264925029
GO:0009638	phototropism	biological_process	0.21901208573734854	4.061175961954172	1	AT5G58140	0.36317674257370997
GO:0008643	carbohydrate transport	biological_process	0.21901208573734854	4.061175961954172	1	AT2G48020	0.36317674257370997
GO:0009737	response to abscisic acid	biological_process	0.21940368159607632	1.5586602839056523	5	AT1G09530,AT3G11240,AT4G21400,AT4G21410,AT5G56140	0.36317674257370997
GO:0005759	mitochondrial matrix	cellular_component	0.22334442050160674	2.2492666866207722	2	AT1G49630,AT2G31955	0.365148098755358
GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function	0.2243590379981375	3.9514144494689245	1	AT2G31955	0.365148098755358
GO:0016604	nuclear body	cellular_component	0.2243590379981375	3.9514144494689245	1	AT4G25500	0.365148098755358
GO:0010628	positive regulation of gene expression	biological_process	0.2243590379981375	3.9514144494689245	1	AT2G46040	0.365148098755358
GO:0051321	meiotic cell cycle	biological_process	0.2243590379981375	3.9514144494689245	1	AT1G53490	0.365148098755358
GO:0048544	recognition of pollen	biological_process	0.22966952437782906	3.847429858693426	1	AT3G49500	0.36884013020942746
GO:0003684	damaged DNA binding	molecular_function	0.22966952437782906	3.847429858693426	1	AT1G49980	0.36884013020942746
GO:0042147	retrograde transport, endosome to Golgi	biological_process	0.22966952437782906	3.847429858693426	1	AT1G50970	0.36884013020942746
GO:0003678	DNA helicase activity	molecular_function	0.22966952437782906	3.847429858693426	1	AT5G46280	0.36884013020942746
GO:0003723	RNA binding	molecular_function	0.23198264469205415	1.3159526069338452	10	AT2G05210,AT3G13580,AT3G49430,AT3G50420,AT3G50670,AT3G53500,AT4G25500,AT4G26480,AT4G31200,AT5G56140	0.3711652749648139
GO:0004565	beta-galactosidase activity	molecular_function	0.23494379260659354	3.7487778110346204	1	AT1G72990	0.3711652749648139
GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function	0.23494379260659354	3.7487778110346204	1	AT2G27150	0.3711652749648139
GO:0015706	nitrate transmembrane transport	biological_process	0.23494379260659354	3.7487778110346204	1	AT1G72130	0.3711652749648139
GO:0009639	response to red or far red light	biological_process	0.23494379260659354	3.7487778110346204	1	AT1G09530	0.3711652749648139
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	biological_process	0.24018208873820676	3.6550583657587548	1	AT4G20380	0.3782088085650334
GO:0000325	plant-type vacuole	cellular_component	0.24412926869532128	1.4310179572301813	6	AT1G16820,AT1G70490,AT2G48020,AT3G21250,AT4G16660,AT4G35300	0.38267382226127006
GO:0042651	thylakoid membrane	cellular_component	0.24538465716135052	3.5659106007402483	1	AT2G45870	0.38267382226127006
GO:0034219	carbohydrate transmembrane transport	biological_process	0.24538465716135052	3.5659106007402483	1	AT2G48020	0.38267382226127006
GO:0007267	cell-cell signaling	biological_process	0.25055174061083596	3.48100796738929	1	AT2G30370	0.38577014030557283
GO:0005769	early endosome	cellular_component	0.25055174061083596	3.48100796738929	1	AT3G26670	0.38577014030557283
GO:0048235	pollen sperm cell differentiation	biological_process	0.25055174061083596	3.48100796738929	1	AT2G46040	0.38577014030557283
GO:0005384	manganese ion transmembrane transporter activity	molecular_function	0.25055174061083596	3.48100796738929	1	AT4G27860	0.38577014030557283
GO:0098655	monoatomic cation transmembrane transport	biological_process	0.2607804153255387	3.3227803325079592	1	AT4G22120	0.39648433051061527
GO:0048825	cotyledon development	biological_process	0.2607804153255387	3.3227803325079592	1	AT4G21750	0.39648433051061527
GO:0031047	regulatory ncRNA-mediated gene silencing	biological_process	0.2607804153255387	3.3227803325079592	1	AT3G49500	0.39648433051061527
GO:0006879	intracellular iron ion homeostasis	biological_process	0.2607804153255387	3.3227803325079592	1	AT4G14410	0.39648433051061527
GO:0005681	spliceosomal complex	cellular_component	0.2658424838909888	3.2489407695633377	1	AT4G25500	0.40291751464727993
GO:0009740	gibberellic acid mediated signaling pathway	biological_process	0.27087002210517	3.178311622398917	1	AT1G09530	0.4079874556553027
GO:0006310	DNA recombination	biological_process	0.27087002210517	3.178311622398917	1	AT5G27680	0.4079874556553027
GO:0050660	flavin adenine dinucleotide binding	molecular_function	0.2738409713377902	1.9493644617380026	2	AT2G27150,AT3G02280	0.41118535943909673
GO:0009523	photosystem II	cellular_component	0.2758632645992802	3.110687970858515	1	AT4G15510	0.41167287178661816
GO:0004521	RNA endonuclease activity	molecular_function	0.2758632645992802	3.110687970858515	1	AT4G21585	0.41167287178661816
GO:0031965	nuclear membrane	cellular_component	0.28082244441642495	3.045881971465629	1	AT3G03970	0.4177879924600187
GO:0005739	mitochondrion	cellular_component	0.2825740077496285	1.122846319989448	29	AT1G06710,AT1G10910,AT1G16820,AT1G17350,AT1G28210,AT1G48360,AT1G49630,AT1G63260,AT1G70490,AT1G78200,AT2G06025,AT2G20250,AT2G20585,AT2G21710,AT2G30370,AT2G31955,AT2G40640,AT2G47020,AT3G01980,AT3G02500,AT3G22470,AT3G50420,AT4G17910,AT5G14550,AT5G26680,AT5G41170,AT5G53850,AT5G57790,AT5G65685	0.41910823779379147
GO:0016301	kinase activity	molecular_function	0.2890053847720251	1.8743889055173102	2	AT2G21370,AT5G58140	0.4258615620943658
GO:0001666	response to hypoxia	biological_process	0.29063954031594863	2.924046692607004	1	AT4G20380	0.4258615620943658
GO:0005788	endoplasmic reticulum lumen	cellular_component	0.29063954031594863	2.924046692607004	1	AT4G16660	0.4258615620943658
GO:0016226	iron-sulfur cluster assembly	biological_process	0.29063954031594863	2.924046692607004	1	AT3G02280	0.4258615620943658
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function	0.2940531023019864	1.850662463675319	2	AT2G06025,AT5G48880	0.42653716845369044
GO:0007131	reciprocal meiotic recombination	biological_process	0.29549791464008246	2.866712443732357	1	AT1G53490	0.42653716845369044
GO:0004386	helicase activity	molecular_function	0.29549791464008246	2.866712443732357	1	AT5G27680	0.42653716845369044
GO:0009749	response to glucose	biological_process	0.29549791464008246	2.866712443732357	1	AT4G35300	0.42653716845369044
GO:0000373	Group II intron splicing	biological_process	0.29549791464008246	2.866712443732357	1	AT5G27270	0.42653716845369044
GO:0048510	regulation of timing of transition from vegetative to reproductive phase	biological_process	0.30032314279181643	2.8115833582759655	1	AT1G27370	0.4322157989733857
GO:0051119	sugar transmembrane transporter activity	molecular_function	0.30511545003296847	2.7585346156669845	1	AT2G48020	0.43652210402946817
GO:0031625	ubiquitin protein ligase binding	molecular_function	0.30511545003296847	2.7585346156669845	1	AT2G27150	0.43652210402946817
GO:0031977	thylakoid lumen	cellular_component	0.3098750601004379	2.7074506413027812	1	AT4G15510	0.44113725832586026
GO:0045893	positive regulation of DNA-templated transcription	biological_process	0.3101604228641615	1.4228937676919728	4	AT1G27370,AT1G53160,AT4G18020,AT5G56620	0.44113725832586026
GO:0016787	hydrolase activity	molecular_function	0.3169649309370062	1.5176712937406596	3	AT4G25434,AT5G23870,AT5G58200	0.4494970511825964
GO:0000118	histone deacetylase complex	cellular_component	0.3192970760989569	2.610755975541968	1	AT2G46040	0.4514842038133939
GO:0005515	protein binding	molecular_function	0.3242733546978682	1.0925910107826264	32	AT1G09530,AT1G10910,AT1G18750,AT1G27630,AT1G63100,AT2G03060,AT2G05210,AT2G31955,AT2G48020,AT3G02280,AT3G03970,AT3G05870,AT3G12980,AT3G21810,AT3G29160,AT3G50670,AT3G54500,AT4G09680,AT4G10730,AT4G12020,AT4G14410,AT4G15510,AT4G18020,AT4G20380,AT4G21750,AT4G25500,AT4G27860,AT4G31200,AT4G37630,AT5G46280,AT5G58140,AT5G65685	0.45718772391995954
GO:0051607	defense response to virus	biological_process	0.3285909505731965	2.520729907419831	1	AT3G49500	0.4619322058782617
GO:0016491	oxidoreductase activity	molecular_function	0.33095268467880073	1.3171381498229746	5	AT1G23020,AT2G27150,AT3G02280,AT4G27270,AT5G16980	0.4638721367356333
GO:0006979	response to oxidative stress	biological_process	0.33188377617992737	1.4767912588924264	3	AT3G44340,AT4G11830,AT5G16980	0.4638721367356333
GO:0000138	Golgi trans cisterna	cellular_component	0.3377584195612154	2.436705577172503	1	AT1G08660	0.4693777463816317
GO:0048481	plant ovule development	biological_process	0.3377584195612154	2.436705577172503	1	AT2G30370	0.4693777463816317
GO:0043565	sequence-specific DNA binding	molecular_function	0.34036524866841605	1.3007325145048951	5	AT1G09530,AT1G27370,AT1G69310,AT4G12020,AT4G21750	0.4716489874405194
GO:0006396	RNA processing	biological_process	0.34661184243805193	1.6335456383279352	2	AT4G25500,AT4G31200	0.4778368747192565
GO:0042538	hyperosmotic salinity response	biological_process	0.34680119567253254	2.3581021714572614	1	AT5G37850	0.4778368747192565
GO:0034220	monoatomic ion transmembrane transport	biological_process	0.3512763527612556	2.320671978259527	1	AT4G22120	0.4826318161167393
GO:0000166	nucleotide binding	molecular_function	0.354027132255617	1.6066190618719802	2	AT1G29730,AT4G10730	0.4850371727230911
GO:0003824	catalytic activity	molecular_function	0.3560971119230059	1.4148613028743566	3	AT2G31955,AT4G11830,AT5G26680	0.48649887121875457
GO:0009536	plastid	cellular_component	0.35891832620310227	1.2097119886672	7	AT2G21370,AT5G16980,AT5G36880,AT5G37850,AT5G53850,AT5G58140,AT5G64460	0.48897580957445114
GO:0010218	response to far red light	biological_process	0.36013525022446846	2.2492666866207722	1	AT3G55850	0.48925937355424987
GO:0080156	mitochondrial mRNA modification	biological_process	0.36451940444591674	2.215186888338639	1	AT1G06710	0.4938321540677922
GO:0009543	chloroplast thylakoid lumen	cellular_component	0.36887363589140576	2.182124397467913	1	AT4G15510	0.4942091530589276
GO:0009101	glycoprotein biosynthetic process	biological_process	0.36887363589140576	2.182124397467913	1	AT1G08660	0.4942091530589276
GO:0019900	kinase binding	molecular_function	0.36887363589140576	2.182124397467913	1	AT3G29160	0.4942091530589276
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	0.36887363589140576	2.182124397467913	1	AT1G27630	0.4942091530589276
GO:0050661	NADP binding	molecular_function	0.37319814799783696	2.150034332799268	1	AT3G02280	0.495139285153065
GO:0099402	plant organ development	biological_process	0.37319814799783696	2.150034332799268	1	AT3G50420	0.495139285153065
GO:0042546	cell wall biogenesis	biological_process	0.37319814799783696	2.150034332799268	1	AT1G70630	0.495139285153065
GO:0006281	DNA repair	biological_process	0.3736515017856119	1.5389719434773705	2	AT1G49980,AT5G27680	0.495139285153065
GO:0051287	NAD binding	molecular_function	0.37749314282438584	2.1188744149326117	1	AT4G25434	0.4988669598632892
GO:0009791	post-embryonic development	biological_process	0.38175882106179804	2.0886047804335743	1	AT2G30370	0.4990647660780918
GO:0005262	calcium channel activity	molecular_function	0.38175882106179804	2.0886047804335743	1	AT2G17780	0.4990647660780918
GO:0009637	response to blue light	biological_process	0.38175882106179804	2.0886047804335743	1	AT5G58140	0.4990647660780918
GO:0061631	ubiquitin conjugating enzyme activity	molecular_function	0.38175882106179804	2.0886047804335743	1	AT1G53025	0.4990647660780918
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	0.38388781984668874	1.3495600119724633	3	AT1G18750,AT2G03060,AT4G21750	0.5004989049076453
GO:0009744	response to sucrose	biological_process	0.3859953820416166	2.059187811695073	1	AT4G35300	0.5018974806707347
GO:0009846	pollen germination	biological_process	0.39020302374535454	2.030587980977086	1	AT1G08660	0.5060119425574785
GO:0003700	DNA-binding transcription factor activity	molecular_function	0.39136506498918894	1.0946361039240071	16	AT1G09530,AT1G18750,AT1G27370,AT1G53160,AT1G63100,AT1G69310,AT2G03060,AT2G20400,AT3G19500,AT4G12020,AT4G14410,AT4G18020,AT4G20380,AT4G21750,AT5G56620,AT5G67110	0.5061654840526844
GO:0061630	ubiquitin protein ligase activity	molecular_function	0.39572083873783653	1.2122913319266186	5	AT1G53490,AT2G40640,AT3G02290,AT3G05870,AT4G03000	0.5104377840102413
GO:0008236	serine-type peptidase activity	molecular_function	0.40265439295558997	1.9493644617380026	1	AT5G59130	0.5180036620250958
GO:0016757	glycosyltransferase activity	molecular_function	0.4121375370557531	1.419440142042235	2	AT1G70630,AT5G14550	0.5288008081270906
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	cellular_component	0.41485248831327515	1.8743889055173102	1	AT2G47410	0.5308798333296529
GO:0000160	phosphorelay signal transduction system	biological_process	0.4188631270615021	1.850662463675319	1	AT4G18020	0.5346016226969171
GO:0071949	FAD binding	molecular_function	0.4228463828648137	1.8275291828793774	1	AT2G27150	0.5354582132883411
GO:0016592	mediator complex	cellular_component	0.4228463828648137	1.8275291828793774	1	AT3G12980	0.5354582132883411
GO:0010114	response to red light	biological_process	0.4228463828648137	1.8275291828793774	1	AT4G31200	0.5354582132883411
GO:2000028	regulation of photoperiodism, flowering	biological_process	0.430731489310329	1.7829553003701242	1	AT3G05430	0.5414701448875278
GO:0048316	seed development	biological_process	0.430731489310329	1.7829553003701242	1	AT4G01430	0.5414701448875278
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	0.4309432493331664	1.3663769591621515	2	AT1G72990,AT5G24318	0.5414701448875278
GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function	0.4346337086437133	1.7614739112090385	1	AT1G01700	0.5446959914527156
GO:0006508	proteolysis	biological_process	0.4367348981659739	1.2390028358504255	3	AT1G49630,AT1G71696,AT5G59130	0.5459186227074673
GO:0006096	glycolytic process	biological_process	0.4461812170945996	1.7000271468645374	1	AT3G49160	0.5548663853612329
GO:0006260	DNA replication	biological_process	0.4461812170945996	1.7000271468645374	1	AT5G46280	0.5548663853612329
GO:0009408	response to heat	biological_process	0.4494262431057855	1.3171381498229748	2	AT1G09530,AT1G28210	0.5553162832917243
GO:0007166	cell surface receptor signaling pathway	biological_process	0.4499779367704076	1.6804866049465539	1	AT2G17780	0.5553162832917243
GO:0070588	calcium ion transmembrane transport	biological_process	0.4499779367704076	1.6804866049465539	1	AT2G17780	0.5553162832917243
GO:0022626	cytosolic ribosome	cellular_component	0.4539942426367623	1.305377987770984	2	AT3G13580,AT4G11830	0.5588507809107354
GO:0006812	monoatomic cation transport	biological_process	0.4574937687137752	1.6427228610151707	1	AT4G22120	0.5617328552561544
GO:0005975	carbohydrate metabolic process	biological_process	0.4616528255739038	1.191866858399594	3	AT1G72990,AT2G21370,AT5G24318	0.5654081323316751
GO:0000724	double-strand break repair via homologous recombination	biological_process	0.46490729398361147	1.6066190618719802	1	AT1G48360	0.5679597923981148
GO:0005789	endoplasmic reticulum membrane	cellular_component	0.467853288839859	1.112650948480595	5	AT1G80860,AT3G44340,AT4G00170,AT4G25600,AT4G27860	0.5701227263500794
GO:0009908	flower development	biological_process	0.47221989982819734	1.572068114304841	1	AT1G53160	0.5740016326232474
GO:0022857	transmembrane transporter activity	molecular_function	0.4738243987537227	1.128975556991121	4	AT1G72130,AT2G48020,AT4G01430,AT4G35300	0.5745120834888888
GO:0003697	single-stranded DNA binding	molecular_function	0.4758387863505458	1.5553439854292574	1	AT1G49980	0.575515739102281
GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function	0.48300257322764345	1.5229409857328144	1	AT3G21250	0.5827269851129528
GO:0006355	regulation of DNA-templated transcription	biological_process	0.4843611176184132	1.0308750264271893	17	AT1G09530,AT1G27370,AT1G53160,AT1G63100,AT1G69310,AT2G20400,AT3G05430,AT3G06630,AT3G12980,AT3G19500,AT3G54500,AT4G12020,AT4G14410,AT4G20380,AT4G21750,AT5G56620,AT5G67110	0.5829159852231524
GO:0005774	vacuolar membrane	cellular_component	0.4875469422692793	1.2234504989987462	2	AT3G21250,AT4G35300	0.5852976905955457
GO:0009626	plant-type hypersensitive response	biological_process	0.5004882233637199	1.4475478676272295	1	AT4G20380	0.5993500946454423
GO:0006631	fatty acid metabolic process	biological_process	0.507316393732898	1.419440142042235	1	AT5G48880	0.6060306673902845
GO:0040029	epigenetic regulation of gene expression	biological_process	0.5206950535571391	1.3663769591621515	1	AT3G05430	0.6204842775803746
GO:0015979	photosynthesis	biological_process	0.5239827833256241	1.3537253206513906	1	AT4G15510	0.621351098706783
GO:0006457	protein folding	biological_process	0.5239847409712871	1.142205739299611	2	AT1G28210,AT4G16660	0.621351098706783
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process	0.5272480484909825	1.3413058222967909	1	AT3G44340	0.6221917374252054
GO:0005783	endoplasmic reticulum	cellular_component	0.5272593898592978	1.024440783195647	7	AT2G31955,AT3G29160,AT3G52720,AT3G55850,AT4G00170,AT4G16660,AT4G27860	0.6221917374252054
GO:0005506	iron ion binding	molecular_function	0.5343668493945951	1.1203244032977027	2	AT2G27150,AT4G25600	0.6290483542630549
GO:0030154	cell differentiation	biological_process	0.5400875056535339	1.2938259701800903	1	AT4G21750	0.6342431967117771
GO:0140359	ABC-type transporter activity	molecular_function	0.5525795764000301	1.2495926036782068	1	AT3G21250	0.6473456390193589
GO:0003724	RNA helicase activity	molecular_function	0.558698277773704	1.2285910473138673	1	AT5G14610	0.6529365414945697
GO:0009723	response to ethylene	biological_process	0.5647336239502325	1.2082837572756215	1	AT1G09530	0.6584033836919778
GO:0005794	Golgi apparatus	cellular_component	0.5673743403075744	0.9834237755404721	9	AT1G08660,AT1G50970,AT1G70490,AT1G70630,AT3G50380,AT4G16660,AT4G35300,AT5G14550,AT5G58140	0.659895815465644
GO:0009706	chloroplast inner membrane	cellular_component	0.5765587601170308	1.1696186770428016	1	AT1G04945	0.6689736809970332
GO:0000785	chromatin	cellular_component	0.5964878415771716	1.1075934441693196	1	AT5G46280	0.6904453536155805
GO:0005635	nuclear envelope	cellular_component	0.5992575286856232	1.0992656739124076	1	AT3G03970	0.6919997652679221
GO:0005730	nucleolus	cellular_component	0.6109497384413426	0.9478271288839559	4	AT2G05210,AT3G49430,AT5G14610,AT5G26680	0.703825708180644
GO:0009826	unidimensional cell growth	biological_process	0.6181222497676543	1.0443023902167872	1	AT1G09530	0.7104011638324936
GO:0099503	secretory vesicle	cellular_component	0.6207439995622175	1.0368959902861716	1	AT4G16660	0.7117277536351666
GO:0003712	transcription coregulator activity	molecular_function	0.6233478195101918	1.0295939058475365	1	AT3G54500	0.7130275765623656
GO:0005874	microtubule	cellular_component	0.6310529175803785	1.0082919629679323	1	AT3G03970	0.7201427412387849
GO:0003682	chromatin binding	molecular_function	0.6335862313259193	1.0013858536325355	1	AT4G39380	0.7213364370729363
GO:0004674	protein serine/threonine kinase activity	molecular_function	0.635472537533133	0.9244953409326571	7	AT1G29730,AT1G49160,AT1G67520,AT1G78530,AT3G06630,AT3G29160,AT5G58140	0.7217896503596476
GO:0048366	leaf development	biological_process	0.6386009948017588	0.9878536123672311	1	AT3G49500	0.723648323548722
GO:0009751	response to salicylic acid	biological_process	0.6435473892955834	0.9746822308690013	1	AT5G56140	0.7275535753108577
GO:0005768	endosome	cellular_component	0.6532737742501472	0.899706674648309	2	AT1G08660,AT4G33240	0.7368320477007475
GO:0005694	chromosome	cellular_component	0.6579855814443007	0.9371944527586551	1	AT1G53490	0.7389620337136076
GO:0005509	calcium ion binding	molecular_function	0.6582094815758319	0.8914776501850621	2	AT4G11830,AT4G15510	0.7389620337136076
GO:0010494	cytoplasmic stress granule	cellular_component	0.6626676604369752	0.9253312318376595	1	AT3G44340	0.7422489961014618
GO:0010468	regulation of gene expression	biological_process	0.6672858891132136	0.9137645914396887	1	AT1G63100	0.7456996687094668
GO:0030246	carbohydrate binding	molecular_function	0.6829592855907758	0.8754630816188635	1	AT5G65685	0.7614603529000603
GO:0006338	chromatin remodeling	biological_process	0.6915829990423401	0.8549844130429837	1	AT3G12980	0.769306776457649
GO:0009860	pollen tube growth	biological_process	0.6937021651318551	0.8500135734322687	1	AT1G08660	0.7698982839564067
GO:0005777	peroxisome	cellular_component	0.7088509605592228	0.8099852334091424	2	AT3G01980,AT5G48880	0.7849148764183175
GO:0009409	response to cold	biological_process	0.7201459479574113	0.7924245779422775	2	AT1G09530,AT4G35300	0.795605432253632
GO:0006970	response to osmotic stress	biological_process	0.7218915852243711	0.7860340571524205	1	AT1G69310	0.7957214064405
GO:0007165	signal transduction	biological_process	0.7238785949705688	0.8167728191639676	4	AT1G09530,AT2G30370,AT4G12020,AT5G36930	0.79610230966151
GO:0005516	calmodulin binding	molecular_function	0.725701853819243	0.7776719927146287	1	AT1G67520	0.79630180792383
GO:0005507	copper ion binding	molecular_function	0.7294601195734685	0.7694859717386853	1	AT1G12520	0.7986188668016528
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	0.7350015568283916	0.7575250498981875	1	AT4G25600	0.8028733222111936
GO:0009734	auxin-activated signaling pathway	biological_process	0.7439871514159522	0.7383956294462131	1	AT1G63260	0.8092950257168398
GO:0004842	ubiquitin-protein transferase activity	molecular_function	0.7442176937519804	0.7555676208286831	2	AT2G40640,AT3G05870	0.8092950257168398
GO:0006952	defense response	biological_process	0.7543366283663652	0.7402649854701275	2	AT4G12020,AT5G36930	0.8184636795473985
GO:0009651	response to salt stress	biological_process	0.7580416408210462	0.7346850986449759	2	AT1G69310,AT5G37370	0.8206477584781415
GO:0009658	chloroplast organization	biological_process	0.7643335229305198	0.6962015934778581	1	AT1G10910	0.825616388911586
GO:0004252	serine-type endopeptidase activity	molecular_function	0.7675643758186005	0.6896336539167461	1	AT5G59130	0.8272638272711583
GO:0009414	response to water deprivation	biological_process	0.7735448210900859	0.7114468838459864	2	AT1G69310,AT4G35300	0.8318608386445492
GO:0009579	thylakoid	cellular_component	0.7933044269820294	0.6384381424906123	1	AT4G15510	0.8499297261597272
GO:0004722	protein serine/threonine phosphatase activity	molecular_function	0.7947268600323873	0.6356623244797834	1	AT1G78200	0.8499297261597272
GO:0003674	molecular_function	molecular_function	0.7956043209825076	0.8925358736124481	36	AT1G04945,AT1G06630,AT1G14380,AT1G16820,AT1G50590,AT1G50970,AT1G63260,AT1G67900,AT1G73350,AT1G75150,AT2G20250,AT2G20585,AT2G24650,AT2G43465,AT2G45540,AT2G46040,AT2G47410,AT3G01980,AT3G02500,AT3G05430,AT3G06880,AT3G22470,AT3G50380,AT3G53830,AT3G55890,AT4G00560,AT4G03000,AT4G11670,AT4G16857,AT5G15460,AT5G20450,AT5G27970,AT5G37370,AT5G41170,AT5G41620,AT5G57790	0.8499297261597272
GO:0006886	intracellular protein transport	biological_process	0.8016940846165104	0.6221375941717029	1	AT3G44340	0.854553035250566
GO:0009534	chloroplast thylakoid	cellular_component	0.8070978566161358	0.6117252494993731	1	AT4G15510	0.8584264483746181
GO:0022625	cytosolic large ribosomal subunit	cellular_component	0.8123549349521384	0.6016556980672848	1	AT3G13580	0.8604095555459237
GO:0055085	transmembrane transport	biological_process	0.8125104668866661	0.7354242184625261	5	AT1G72130,AT2G48020,AT3G21250,AT4G01430,AT4G35300	0.8604095555459237
GO:0009535	chloroplast thylakoid membrane	cellular_component	0.8225830583073632	0.6384381424906123	2	AT2G45870,AT4G15510	0.8691781770785865
GO:0009753	response to jasmonic acid	biological_process	0.8248816177394183	0.5778748404361668	1	AT4G27860	0.8697121404426476
GO:0003729	mRNA binding	molecular_function	0.8399633390979481	0.7378632605713421	7	AT1G06710,AT1G10910,AT1G70490,AT3G13580,AT3G49430,AT3G53500,AT5G27270	0.8836924500271255
GO:0005856	cytoskeleton	cellular_component	0.8526728118170595	0.5259076785264395	1	AT1G14380	0.8951218911932335
GO:0008017	microtubule binding	molecular_function	0.8566920108974293	0.5184479951430858	1	AT3G03970	0.8966080933352947
GO:0005802	trans-Golgi network	cellular_component	0.8586604617737155	0.5147969529237683	1	AT1G08660	0.8966080933352947
GO:0050832	defense response to fungus	biological_process	0.8596345637132207	0.5129906478257902	1	AT3G11240	0.8966080933352947
GO:0006357	regulation of transcription by RNA polymerase II	biological_process	0.871279757272089	0.5644877784955605	2	AT1G27630,AT4G21750	0.9055858040852827
GO:0000139	Golgi membrane	cellular_component	0.8719764340367567	0.5634001334502897	2	AT1G08660,AT3G44340	0.9055858040852827
GO:0005525	GTP binding	molecular_function	0.8769225350780536	0.48092873233667827	1	AT1G70490	0.908718407238009
