GO_ID	term	ontology	p_value	fold_enrichment	gene_count	genes	FDR
GO:0009570	chloroplast stroma	cellular_component	0.10433848319499352	1.6902004003508693	8	AT1G12520,AT1G49630,AT3G49160,AT3G52720,AT4G15510,AT5G27270,AT5G36880,AT5G53850	0.2583069188083184
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	0.10438795069367095	2.6582242660063673	3	AT1G48360,AT4G21585,AT5G26680	0.2583069188083184
GO:0008559	ABC-type xenobiotic transporter activity	molecular_function	0.1101493407333312	8.600137331197072	1	AT3G21250	0.26711215127832816
GO:0035442	dipeptide transmembrane transport	biological_process	0.1101493407333312	8.600137331197072	1	AT1G72130	0.26711215127832816
GO:0006790	sulfur compound metabolic process	biological_process	0.1101493407333312	8.600137331197072	1	AT5G64000	0.26711215127832816
GO:0010267	ta-siRNA processing	biological_process	0.1101493407333312	8.600137331197072	1	AT3G49500	0.26711215127832816
GO:0046488	phosphatidylinositol metabolic process	biological_process	0.11623852835299019	8.122351923908344	1	AT4G33240	0.2736683798601953
GO:2000033	regulation of seed dormancy process	biological_process	0.11623852835299019	8.122351923908344	1	AT4G21750	0.2736683798601953
GO:0031418	L-ascorbic acid binding	molecular_function	0.11623852835299019	8.122351923908344	1	AT4G25600	0.2736683798601953
GO:0043484	regulation of RNA splicing	biological_process	0.11623852835299019	8.122351923908344	1	AT4G31200	0.2736683798601953
GO:0032922	circadian regulation of gene expression	biological_process	0.11623852835299019	8.122351923908344	1	AT3G54500	0.2736683798601953
GO:0090627	plant epidermal cell differentiation	biological_process	0.11623852835299019	8.122351923908344	1	AT4G21750	0.2736683798601953
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	0.1196633249751173	3.3609732098931078	2	AT1G80860,AT2G43920	0.27844512401180666
GO:0004743	pyruvate kinase activity	molecular_function	0.1222862091020924	7.694859717386852	1	AT3G49160	0.27844512401180666
GO:0006829	zinc ion transport	biological_process	0.1222862091020924	7.694859717386852	1	AT2G48020	0.27844512401180666
GO:0042938	dipeptide transport	biological_process	0.1222862091020924	7.694859717386852	1	AT1G72130	0.27844512401180666
GO:0071916	dipeptide transmembrane transporter activity	molecular_function	0.1222862091020924	7.694859717386852	1	AT1G72130	0.27844512401180666
GO:0071333	cellular response to glucose stimulus	biological_process	0.1222862091020924	7.694859717386852	1	AT4G14410	0.27844512401180666
GO:0004089	carbonate dehydratase activity	molecular_function	0.1222862091020924	7.694859717386852	1	AT3G52720	0.27844512401180666
GO:0043539	protein serine/threonine kinase activator activity	molecular_function	0.1282926648140019	7.3101167315175095	1	AT4G10730	0.28673706191147885
GO:0042937	tripeptide transmembrane transporter activity	molecular_function	0.1282926648140019	7.3101167315175095	1	AT1G72130	0.28673706191147885
GO:0048467	gynoecium development	biological_process	0.1282926648140019	7.3101167315175095	1	AT3G49500	0.28673706191147885
GO:0031072	heat shock protein binding	molecular_function	0.1282926648140019	7.3101167315175095	1	AT1G28210	0.28673706191147885
GO:0009705	plant-type vacuole membrane	cellular_component	0.1309192485250864	2.3967595841041014	3	AT1G72130,AT2G48020,AT4G35300	0.2912653006177381
GO:1903830	magnesium ion transmembrane transport	biological_process	0.13425817541587654	6.96201593477858	1	AT3G26670	0.2919964801645745
GO:0043069	negative regulation of programmed cell death	biological_process	0.13425817541587654	6.96201593477858	1	AT4G20380	0.2919964801645745
GO:0005875	microtubule associated complex	cellular_component	0.13425817541587654	6.96201593477858	1	AT1G14380	0.2919964801645745
GO:0004596	protein-N-terminal amino-acid acetyltransferase activity	molecular_function	0.13425817541587654	6.96201593477858	1	AT2G06025	0.2919964801645745
GO:0016485	protein processing	biological_process	0.13425817541587654	6.96201593477858	1	AT1G49630	0.2919964801645745
GO:0031145	anaphase-promoting complex-dependent catabolic process	biological_process	0.1401830189415102	6.6455606650159185	1	AT3G05870	0.2968941667538535
GO:0000293	ferric-chelate reductase activity	molecular_function	0.1401830189415102	6.6455606650159185	1	AT1G23020	0.2968941667538535
GO:1900865	chloroplast RNA modification	biological_process	0.1401830189415102	6.6455606650159185	1	AT1G10910	0.2968941667538535
GO:0042162	telomeric repeat DNA binding	molecular_function	0.1401830189415102	6.6455606650159185	1	AT2G05210	0.2968941667538535
GO:0015914	phospholipid transport	biological_process	0.1401830189415102	6.6455606650159185	1	AT3G50380	0.2968941667538535
GO:0008080	N-acetyltransferase activity	molecular_function	0.1401830189415102	6.6455606650159185	1	AT2G06025	0.2968941667538535
GO:0046777	protein autophosphorylation	biological_process	0.14265995853828983	3.014481126398973	2	AT3G29160,AT5G58140	0.2976585029364834
GO:0004672	protein kinase activity	molecular_function	0.14366839076594315	1.444946703444611	11	AT1G29730,AT1G49160,AT1G67520,AT1G78530,AT3G06630,AT3G29160,AT4G10730,AT4G12020,AT4G21400,AT4G21410,AT5G58140	0.2976585029364834
GO:0071897	DNA biosynthetic process	biological_process	0.14606747154408875	6.356623244797834	1	AT1G49980	0.2976585029364834
GO:0006857	oligopeptide transport	biological_process	0.14606747154408875	6.356623244797834	1	AT1G72130	0.2976585029364834
GO:0034062	5'-3' RNA polymerase activity	molecular_function	0.14606747154408875	6.356623244797834	1	AT3G49500	0.2976585029364834
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	0.14606747154408875	6.356623244797834	1	AT1G62610	0.2976585029364834
GO:2000652	regulation of secondary cell wall biogenesis	biological_process	0.14606747154408875	6.356623244797834	1	AT5G56620	0.2976585029364834
GO:0008381	mechanosensitive monoatomic ion channel activity	molecular_function	0.14606747154408875	6.356623244797834	1	AT4G22120	0.2976585029364834
GO:0052742	phosphatidylinositol kinase activity	molecular_function	0.14606747154408875	6.356623244797834	1	AT4G33240	0.2976585029364834
GO:0012507	ER to Golgi transport vesicle membrane	cellular_component	0.15191180750886119	6.091763942931258	1	AT3G44340	0.30195584689261346
GO:0035196	miRNA processing	biological_process	0.15191180750886119	6.091763942931258	1	AT3G49500	0.30195584689261346
GO:0042023	DNA endoreduplication	biological_process	0.15191180750886119	6.091763942931258	1	AT4G37630	0.30195584689261346
GO:0004630	D-type glycerophospholipase activity	molecular_function	0.15191180750886119	6.091763942931258	1	AT4G11830	0.30195584689261346
GO:0019898	extrinsic component of membrane	cellular_component	0.15191180750886119	6.091763942931258	1	AT4G15510	0.30195584689261346
GO:0006284	base-excision repair	biological_process	0.15191180750886119	6.091763942931258	1	AT5G26680	0.30195584689261346
GO:0016746	acyltransferase activity	molecular_function	0.15687093514102748	2.83888028408447	2	AT4G17910,AT5G48880	0.30475061810309334
GO:0031966	mitochondrial membrane	cellular_component	0.15687093514102748	2.83888028408447	2	AT1G06710,AT1G23020	0.30475061810309334
GO:0009654	photosystem II oxygen evolving complex	cellular_component	0.1577162992657246	5.848093385214008	1	AT4G15510	0.30475061810309334
GO:0008654	phospholipid biosynthetic process	biological_process	0.1577162992657246	5.848093385214008	1	AT1G80860	0.30475061810309334
GO:0042908	xenobiotic transport	biological_process	0.1577162992657246	5.848093385214008	1	AT3G21250	0.30475061810309334
GO:0032875	regulation of DNA endoreduplication	biological_process	0.1577162992657246	5.848093385214008	1	AT1G63100	0.30475061810309334
GO:0071421	manganese ion transmembrane transport	biological_process	0.1577162992657246	5.848093385214008	1	AT4G27860	0.30475061810309334
GO:0000398	mRNA splicing, via spliceosome	biological_process	0.16281564383533573	2.1606256349312836	3	AT3G50670,AT3G53500,AT4G25500	0.3109348644699491
GO:0010262	somatic embryogenesis	biological_process	0.16348121740172583	5.623166716551931	1	AT1G27370	0.3109348644699491
GO:0034755	iron ion transmembrane transport	biological_process	0.16348121740172583	5.623166716551931	1	AT4G27860	0.3109348644699491
GO:0010099	regulation of photomorphogenesis	biological_process	0.16348121740172583	5.623166716551931	1	AT4G31200	0.3109348644699491
GO:0009845	seed germination	biological_process	0.16648778360383942	2.732753918324303	2	AT3G55850,AT4G21750	0.3154163087807114
GO:0008289	lipid binding	molecular_function	0.16890796832927912	2.7074506413027812	2	AT4G12460,AT4G21750	0.3156358187562961
GO:0005381	iron ion transmembrane transporter activity	molecular_function	0.1692068306734783	5.4149012826055625	1	AT4G27860	0.3156358187562961
GO:0006270	DNA replication initiation	biological_process	0.1692068306734783	5.4149012826055625	1	AT5G46280	0.3156358187562961
GO:0010197	polar nucleus fusion	biological_process	0.1692068306734783	5.4149012826055625	1	AT2G20585	0.3156358187562961
GO:0030127	COPII vesicle coat	cellular_component	0.17489340601949568	5.221511951083936	1	AT3G44340	0.3213003860585432
GO:0010374	stomatal complex development	biological_process	0.17489340601949568	5.221511951083936	1	AT2G30370	0.3213003860585432
GO:0071555	cell wall organization	biological_process	0.17489340601949568	5.221511951083936	1	AT5G23870	0.3213003860585432
GO:0010256	endomembrane system organization	biological_process	0.17489340601949568	5.221511951083936	1	AT4G33240	0.3213003860585432
