go_id	go_name	namespace	n_genes_test	n_genes_background	expected	fold_enrichment	pvalue	genes	fdr_bh
GO:0047326	inositol-1,3,4,6-tetrakisphosphate 5-kinase activity	molecular_function	1	4	0.009444945478396327	105.8767361111111	0.009411776160811968	AT5G07370	0.12945320193116813
GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	biological_process	1	5	0.011806181847995409	84.70138888888889	0.011750942527923745	AT3G46960	0.11964596028431448
GO:0004077	biotin--[biotin carboxyl-carrier protein] ligase activity	molecular_function	1	5	0.011806181847995409	84.70138888888889	0.011750942527923745	AT2G25710	0.11964596028431448
GO:0004175	endopeptidase activity	molecular_function	2	72	0.17000901861113388	11.764081790123457	0.012702553194600761	AT2G03140;AT3G27110	0.12448502130708745
GO:0015746	citrate transport	biological_process	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT3G08040	0.12269272006649812
GO:0055087	Ski complex	cellular_component	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT3G46960	0.12269272006649812
GO:0010054	trichoblast differentiation	biological_process	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT5G37850	0.12269272006649812
GO:0015137	citrate transmembrane transporter activity	molecular_function	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT3G08040	0.12269272006649812
GO:0016229	steroid dehydrogenase activity	molecular_function	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT2G37760	0.12269272006649812
GO:0070401	NADP+ binding	molecular_function	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT2G37760	0.12269272006649812
GO:0140647	P450-containing electron transport chain	biological_process	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT4G21090	0.12269272006649812
GO:0006047	UDP-N-acetylglucosamine metabolic process	biological_process	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT1G31070	0.12269272006649812
GO:0043254	regulation of protein-containing complex assembly	biological_process	1	6	0.01416741821759449	70.58449074074075	0.014084623477021468	AT2G46830	0.12269272006649812
GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function	2	77	0.1818152004591293	11.000180375180374	0.014430316780972494	AT2G27150;AT4G21090	0.11313368356282436
GO:0006351	DNA-templated transcription	biological_process	3	220	0.5194720013117979	5.775094696969697	0.015553374788017217	AT2G25640;AT3G05380;AT4G35040	0.11954750817456372
GO:0048531	beta-1,3-galactosyltransferase activity	molecular_function	1	7	0.016528654587193572	60.50099206349206	0.016412831781836383	AT1G77810	0.12139301997131816
GO:0009443	pyridoxal 5'-phosphate salvage	biological_process	1	7	0.016528654587193572	60.50099206349206	0.016412831781836383	AT5G37850	0.12139301997131816
GO:0042177	negative regulation of protein catabolic process	biological_process	1	7	0.016528654587193572	60.50099206349206	0.016412831781836383	AT4G12560	0.12139301997131816
GO:0006813	potassium ion transport	biological_process	2	86	0.20306632778552103	9.848998708010337	0.01777891938874715	AT3G46960;AT4G30560	0.12671520727979788
GO:0050563	trans-feruloyl-CoA synthase activity	molecular_function	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT3G21230	0.1244804649683503
GO:0010366	negative regulation of ethylene biosynthetic process	biological_process	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT1G80360	0.1244804649683503
GO:0050302	indole-3-acetaldehyde oxidase activity	molecular_function	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT2G27150	0.1244804649683503
GO:0010326	L-methionine:oxo-acid transaminase activity	molecular_function	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT1G80360	0.1244804649683503
GO:0050307	sucrose-phosphate phosphatase activity	molecular_function	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT2G35840	0.1244804649683503
GO:0010378	temperature compensation of the circadian clock	biological_process	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT2G46830	0.1244804649683503
GO:0046861	glyoxysomal membrane	cellular_component	1	8	0.018889890956792655	52.93836805555555	0.018735580186562927	AT4G39850	0.1244804649683503
GO:0009408	response to heat	biological_process	4	426	1.0058866934492088	3.9765910276473657	0.01877455599484628	AT1G07890;AT1G28210;AT2G46830;AT5G18065	0.11681945952348796
GO:0009699	phenylpropanoid biosynthetic process	biological_process	2	98	0.23140116422071	8.642998866213153	0.022699887166613395	AT1G07890;AT3G21230	0.13903680889550704
GO:0045177	apical part of cell	cellular_component	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT4G24580	0.13178390309494262
GO:0080157	regulation of plant-type cell wall organization or biogenesis	biological_process	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT2G01930	0.13178390309494262
GO:0050362	L-tryptophan:2-oxoglutarate transaminase activity	molecular_function	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT1G80360	0.13178390309494262
GO:1900033	negative regulation of trichome patterning	biological_process	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT1G01380	0.13178390309494262
GO:0106286	(E)-caffeate-CoA ligase activity	molecular_function	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT3G21230	0.13178390309494262
GO:0080120	CAAX-box protein maturation	biological_process	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT2G03140	0.13178390309494262
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	molecular_function	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT5G05800	0.13178390309494262
GO:0009963	positive regulation of flavonoid biosynthetic process	biological_process	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT2G32950	0.13178390309494262
GO:1902047	polyamine transmembrane transport	biological_process	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT1G31830	0.13178390309494262
GO:0035864	response to potassium ion	biological_process	1	10	0.023612363695990818	42.35069444444444	0.023364748125251307	AT3G46960	0.13178390309494262
GO:0005515	protein binding	molecular_function	29	8510	20.094121505288186	1.4432081538059798	0.025562907256104044	AT1G07890;AT1G09140;AT1G55250;AT1G55310;AT1G67800;AT1G69840;AT2G05210;AT2G20100;AT2G26070;AT2G26590;AT2G32950;AT2G35940;AT2G37060;AT2G46830;AT2G48020;AT3G03970;AT3G05380;AT3G16320;AT3G26932;AT3G27110	0.13360879525857047
GO:0001680	tRNA 3'-terminal CCA addition	biological_process	1	11	0.025973600065589898	38.500631313131315	0.02567119300052746	AT1G28090	0.13154389093080737
GO:0017053	transcription repressor complex	cellular_component	1	11	0.025973600065589898	38.500631313131315	0.02567119300052746	AT3G05380	0.13154389093080737
GO:0051536	iron-sulfur cluster binding	molecular_function	2	107	0.2526522915471017	7.916017653167186	0.026715050274915362	AT2G27150;AT4G21090	0.13426025266367722
GO:0140936	histone H2B deubiquitinase activity	molecular_function	1	12	0.02833483643518898	35.292245370370374	0.02797222865847878	AT1G55250	0.1353717732607862
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	1	12	0.02833483643518898	35.292245370370374	0.02797222865847878	AT1G31070	0.1353717732607862
GO:0009854	oxidative photosynthetic carbon pathway	biological_process	1	12	0.02833483643518898	35.292245370370374	0.02797222865847878	AT1G80380	0.1353717732607862
GO:0070569	uridylyltransferase activity	molecular_function	1	12	0.02833483643518898	35.292245370370374	0.02797222865847878	AT1G31070	0.1353717732607862
GO:0008615	pyridoxine biosynthetic process	biological_process	1	12	0.02833483643518898	35.292245370370374	0.02797222865847878	AT5G37850	0.1353717732607862
GO:0051014	actin filament severing	biological_process	1	13	0.030696072804788064	32.57745726495726	0.030267867696629744	AT3G57410	0.14125004925093881
GO:0004031	aldehyde oxidase activity	molecular_function	1	14	0.033057309174387144	30.25049603174603	0.03255812268337261	AT2G27150	0.14754663690037068
GO:1904278	positive regulation of wax biosynthetic process	biological_process	1	14	0.033057309174387144	30.25049603174603	0.03255812268337261	AT3G46960	0.14754663690037068
GO:0015846	polyamine transport	biological_process	1	14	0.033057309174387144	30.25049603174603	0.03255812268337261	AT1G31830	0.14754663690037068
GO:0140101	catalytic activity, acting on a tRNA	molecular_function	1	14	0.033057309174387144	30.25049603174603	0.03255812268337261	AT1G18440	0.14754663690037068
GO:0015203	polyamine transmembrane transporter activity	molecular_function	1	15	0.03541854554398623	28.233796296296294	0.03484300615803424	AT1G31830	0.1534658248758362
GO:0016149	translation release factor activity, codon specific	molecular_function	1	16	0.03777978191358531	26.469184027777775	0.03712253063094293	AT2G47020	0.1573192649441041
GO:0016042	lipid catabolic process	biological_process	1	16	0.03777978191358531	26.469184027777775	0.03712253063094293	AT4G39850	0.1573192649441041
GO:0003006	developmental process involved in reproduction	biological_process	1	16	0.03777978191358531	26.469184027777775	0.03712253063094293	AT5G53550	0.1573192649441041
GO:0030139	endocytic vesicle	cellular_component	1	16	0.03777978191358531	26.469184027777775	0.03712253063094293	AT4G24580	0.1573192649441041
GO:0019216	regulation of lipid metabolic process	biological_process	1	16	0.03777978191358531	26.469184027777775	0.03712253063094293	AT4G11830	0.1573192649441041
GO:0046283	anthocyanin-containing compound metabolic process	biological_process	1	16	0.03777978191358531	26.469184027777775	0.03712253063094293	AT2G32950	0.1573192649441041
GO:0003676	nucleic acid binding	molecular_function	6	1038	2.4509633516438467	2.4480170199100835	0.03725168618940513	AT1G09140;AT1G31600;AT1G55310;AT1G60200;AT3G46960;AT5G14610	0.15211105194007093
GO:0005634	nucleus	cellular_component	57	19659	46.41954578994835	1.227931015480611	0.03759454954136877	AT1G01060;AT1G01380;AT1G02010;AT1G09140;AT1G09710;AT1G15860;AT1G27180;AT1G27460;AT1G31600;AT1G48310;AT1G49360;AT1G49630;AT1G55250;AT1G55310;AT1G60200;AT1G67800;AT1G80380;AT2G01930;AT2G03140;AT2G05210	0.15192848886821195
GO:0009647	skotomorphogenesis	biological_process	1	17	0.040141018283184386	24.91217320261438	0.039396708583494935	AT2G32950	0.15758683433397974
GO:0010119	regulation of stomatal movement	biological_process	2	133	0.31404443715667785	6.368525480367586	0.03974969180620144	AT2G32950;AT2G40820	0.15739271907101984
GO:0009846	pollen germination	biological_process	2	135	0.318766909895876	6.274176954732511	0.040834806692765915	AT4G24580;AT5G07370	0.1600724422356424
GO:0009610	response to symbiotic fungus	biological_process	1	18	0.04250225465278347	23.528163580246915	0.041665552468220984	AT2G35940	0.1585718113353653
GO:0016688	L-ascorbate peroxidase activity	molecular_function	1	18	0.04250225465278347	23.528163580246915	0.041665552468220984	AT1G07890	0.1585718113353653
GO:0009629	response to gravity	biological_process	1	18	0.04250225465278347	23.528163580246915	0.041665552468220984	AT4G26070	0.1585718113353653
GO:0032958	inositol phosphate biosynthetic process	biological_process	1	18	0.04250225465278347	23.528163580246915	0.041665552468220984	AT5G07370	0.1585718113353653
GO:0003747	translation release factor activity	molecular_function	1	18	0.04250225465278347	23.528163580246915	0.041665552468220984	AT2G47020	0.1585718113353653
GO:0004838	L-tyrosine:2-oxoglutarate transaminase activity	molecular_function	1	19	0.04486349102238255	22.28983918128655	0.04392907470885242	AT1G80360	0.1616919932945554
GO:0048024	regulation of mRNA splicing, via spliceosome	biological_process	1	19	0.04486349102238255	22.28983918128655	0.04392907470885242	AT1G60200	0.1616919932945554
GO:0009640	photomorphogenesis	biological_process	2	144	0.34001803722226775	5.882040895061729	0.045853628516305096	AT2G32950;AT5G48150	0.16643168868881109
GO:0043547	positive regulation of GTPase activity	biological_process	1	20	0.047224727391981636	21.17534722222222	0.04618728770038747	AT4G24580	0.16459469798683535
GO:1990837	sequence-specific double-stranded DNA binding	molecular_function	1	20	0.047224727391981636	21.17534722222222	0.04618728770038747	AT2G01930	0.16459469798683535
GO:0006048	UDP-N-acetylglucosamine biosynthetic process	biological_process	1	20	0.047224727391981636	21.17534722222222	0.04618728770038747	AT1G31070	0.16459469798683535
GO:0003779	actin binding	molecular_function	2	148	0.3494629827006641	5.723066816816816	0.04815350713990894	AT2G40820;AT3G57410	0.16853727498968127
GO:0004045	peptidyl-tRNA hydrolase activity	molecular_function	1	21	0.04958596376158072	20.166997354497354	0.04844020380915715	AT1G18440	0.16804035303707612
GO:0042542	response to hydrogen peroxide	biological_process	2	151	0.35654669180946136	5.609363502575423	0.049905534569286085	AT4G26070;AT5G63160	0.17160499606280827
GO:0043436	oxoacid metabolic process	biological_process	1	22	0.051947200131179795	19.250315656565657	0.050687835372891205	AT2G27150	0.1698259099672936
GO:0016207	4-coumarate-CoA ligase activity	molecular_function	1	22	0.051947200131179795	19.250315656565657	0.050687835372891205	AT3G21230	0.1698259099672936
GO:0009875	pollen-pistil interaction	biological_process	1	22	0.051947200131179795	19.250315656565657	0.050687835372891205	AT4G26070	0.1698259099672936
GO:0046470	phosphatidylcholine metabolic process	biological_process	1	22	0.051947200131179795	19.250315656565657	0.050687835372891205	AT4G11830	0.1698259099672936
GO:0009855	determination of bilateral symmetry	biological_process	1	22	0.051947200131179795	19.250315656565657	0.050687835372891205	AT4G21310	0.1698259099672936
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	cellular_component	2	153	0.3612691645486595	5.536038489469862	0.0510862386975569	AT2G32950;AT2G46560	0.16688171307868588
GO:0043015	gamma-tubulin binding	molecular_function	1	23	0.05430843650077888	18.41334541062802	0.05293019470078354	AT3G53760	0.17147633324551362
GO:0001222	transcription corepressor binding	molecular_function	1	24	0.05666967287037796	17.646122685185187	0.05516729407355819	AT2G01930	0.17581771769784402
GO:0006415	translational termination	biological_process	1	24	0.05666967287037796	17.646122685185187	0.05516729407355819	AT2G47020	0.17581771769784402
GO:0016441	post-transcriptional gene silencing	biological_process	1	24	0.05666967287037796	17.646122685185187	0.05516729407355819	AT3G46960	0.17581771769784402
GO:0004708	MAP kinase kinase activity	molecular_function	1	25	0.059030909239977045	16.940277777777776	0.05739914574353418	AT4G26070	0.1792865747527123
GO:0009688	abscisic acid biosynthetic process	biological_process	1	25	0.059030909239977045	16.940277777777776	0.05739914574353418	AT2G27150	0.1792865747527123
GO:0005516	calmodulin binding	molecular_function	3	369	0.8712962203820611	3.4431458897922314	0.05745698595945597	AT1G27460;AT4G30560;AT5G63160	0.1773475472134389
GO:0004866	endopeptidase inhibitor activity	molecular_function	1	26	0.06139214560957613	16.28872863247863	0.05962576193469117	AT3G53970	0.18048879288338948
GO:0005986	sucrose biosynthetic process	biological_process	1	26	0.06139214560957613	16.28872863247863	0.05962576193469117	AT2G35840	0.18048879288338948
GO:0045298	tubulin complex	cellular_component	1	26	0.06139214560957613	16.28872863247863	0.05962576193469117	AT3G53760	0.18048879288338948
GO:0043047	single-stranded telomeric DNA binding	molecular_function	1	26	0.06139214560957613	16.28872863247863	0.05962576193469117	AT2G05210	0.18048879288338948
GO:0003824	catalytic activity	molecular_function	4	620	1.4639665491514307	2.732302867383513	0.06003161278598658	AT1G80360;AT2G35840;AT3G21230;AT4G11830	0.1782756985765662
GO:0090558	plant epidermis development	biological_process	1	27	0.06375338197917521	15.685442386831275	0.06184715484273436	AT1G01380	0.18160363069926494
GO:0008173	RNA methyltransferase activity	molecular_function	1	27	0.06375338197917521	15.685442386831275	0.06184715484273436	AT4G26600	0.18160363069926494
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	molecular_function	1	28	0.06611461834877429	15.125248015873016	0.06406333663515942	AT5G16980	0.1846531467719301
GO:0008106	alcohol dehydrogenase (NADP+) activity	molecular_function	1	28	0.06611461834877429	15.125248015873016	0.06406333663515942	AT2G37760	0.1846531467719301
GO:0000781	chromosome, telomeric region	cellular_component	1	28	0.06611461834877429	15.125248015873016	0.06406333663515942	AT2G05210	0.1846531467719301
GO:0009624	response to nematode	biological_process	2	178	0.42030007378863654	4.758504993757803	0.06665169264238881	AT3G53760;AT5G53550	0.1893294457667856
GO:0005884	actin filament	cellular_component	1	30	0.07083709108797245	14.116898148148147	0.06848011540247899	AT3G57410	0.19038443431043803
GO:0009612	response to mechanical stimulus	biological_process	1	30	0.07083709108797245	14.116898148148147	0.06848011540247899	AT4G26070	0.19038443431043803
GO:1901002	positive regulation of response to salt stress	biological_process	1	30	0.07083709108797245	14.116898148148147	0.06848011540247899	AT2G01930	0.19038443431043803
GO:1900425	negative regulation of defense response to bacterium	biological_process	1	30	0.07083709108797245	14.116898148148147	0.06848011540247899	AT5G66210	0.19038443431043803
GO:0009649	entrainment of circadian clock	biological_process	1	30	0.07083709108797245	14.116898148148147	0.06848011540247899	AT2G32950	0.19038443431043803
GO:0005249	voltage-gated potassium channel activity	molecular_function	1	32	0.07555956382717062	13.234592013888888	0.07287619501488382	AT4G30560	0.19701702376437558
GO:0070176	DRM complex	cellular_component	1	32	0.07555956382717062	13.234592013888888	0.07287619501488382	AT3G05380	0.19701702376437558
GO:0000922	spindle pole	cellular_component	1	32	0.07555956382717062	13.234592013888888	0.07287619501488382	AT3G53760	0.19701702376437558
GO:0007020	microtubule nucleation	biological_process	1	34	0.08028203656636877	12.45608660130719	0.07725167180338684	AT3G53760	0.20461253612788946
GO:1900055	regulation of leaf senescence	biological_process	1	34	0.08028203656636877	12.45608660130719	0.07725167180338684	AT3G27110	0.20461253612788946
GO:0090627	plant epidermal cell differentiation	biological_process	1	34	0.08028203656636877	12.45608660130719	0.07725167180338684	AT1G01380	0.20461253612788946
GO:0090406	pollen tube	cellular_component	2	195	0.46044109207182093	4.343660968660969	0.07801575305845213	AT4G24580;AT5G07370	0.20388116799275488
GO:0006829	zinc ion transport	biological_process	1	35	0.08264327293596786	12.100198412698413	0.07943171412033506	AT2G48020	0.2055262834004709
GO:0009653	anatomical structure morphogenesis	biological_process	1	35	0.08264327293596786	12.100198412698413	0.07943171412033506	AT1G01380	0.2055262834004709
GO:0035672	oligopeptide transmembrane transport	biological_process	1	36	0.08500450930556694	11.764081790123457	0.0816066416538325	AT5G53550	0.20840262884887517
GO:0004630	D-type glycerophospholipase activity	molecular_function	1	36	0.08500450930556694	11.764081790123457	0.0816066416538325	AT4G11830	0.20840262884887517
GO:0002098	tRNA wobble uridine modification	biological_process	1	37	0.08736574567516603	11.446133633633632	0.08377646632038732	AT1G31600	0.21187338579091503
GO:0016779	nucleotidyltransferase activity	molecular_function	1	38	0.0897269820447651	11.144919590643275	0.08594120000893932	AT1G28090	0.21595481027887317
GO:0016485	protein processing	biological_process	1	39	0.09208821841436418	10.859152421652423	0.08810085458092334	AT1G49630	0.21997156048230543
GO:0003724	RNA helicase activity	molecular_function	2	211	0.49822087398540627	4.01428383359663	0.08921992017021023	AT3G46960;AT5G14610	0.22135575130836968
GO:0031072	heat shock protein binding	molecular_function	1	40	0.09444945478396327	10.58767361111111	0.09025544187033274	AT1G28210	0.22112583258231525
GO:2000032	regulation of secondary shoot formation	biological_process	1	40	0.09444945478396327	10.58767361111111	0.09025544187033274	AT5G66210	0.22112583258231525
GO:0009585	red, far-red light phototransduction	biological_process	1	40	0.09444945478396327	10.58767361111111	0.09025544187033274	AT5G48150	0.22112583258231525
GO:0010332	response to gamma radiation	biological_process	1	42	0.09917192752316144	10.083498677248677	0.09454946180057035	AT2G18760	0.2266873946533552
GO:0042162	telomeric repeat DNA binding	molecular_function	1	42	0.09917192752316144	10.083498677248677	0.09454946180057035	AT2G05210	0.2266873946533552
GO:0010105	negative regulation of ethylene-activated signaling pathway	biological_process	1	42	0.09917192752316144	10.083498677248677	0.09454946180057035	AT2G26070	0.2266873946533552
GO:1903830	magnesium ion transmembrane transport	biological_process	1	42	0.09917192752316144	10.083498677248677	0.09454946180057035	AT3G26670	0.2266873946533552
GO:0035673	oligopeptide transmembrane transporter activity	molecular_function	1	43	0.10153316389276051	9.848998708010337	0.0966889179727429	AT5G53550	0.22763997504693825
GO:0009898	cytoplasmic side of plasma membrane	cellular_component	1	43	0.10153316389276051	9.848998708010337	0.0966889179727429	AT1G27460	0.22763997504693825
GO:0005815	microtubule organizing center	cellular_component	1	44	0.10389440026235959	9.625157828282829	0.09882335392515548	AT3G53760	0.22854722559681978
GO:0006401	RNA catabolic process	biological_process	1	44	0.10389440026235959	9.625157828282829	0.09882335392515548	AT3G46960	0.22854722559681978
GO:0004805	trehalose-phosphatase activity	molecular_function	1	44	0.10389440026235959	9.625157828282829	0.09882335392515548	AT5G51460	0.22854722559681978
GO:0050793	regulation of developmental process	biological_process	1	44	0.10389440026235959	9.625157828282829	0.09882335392515548	AT2G01930	0.22854722559681978
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	1	46	0.10861687300155776	9.20667270531401	0.1030772119345442	AT2G37060	0.23423922943965983
GO:0070628	proteasome binding	molecular_function	1	46	0.10861687300155776	9.20667270531401	0.1030772119345442	AT3G53970	0.23423922943965983
GO:0016607	nuclear speck	cellular_component	2	231	0.5454456013773878	3.666726791726792	0.10384013328757617	AT1G09140;AT1G55310	0.23393869108465437
GO:0007623	circadian rhythm	biological_process	2	232	0.547806837746987	3.6509219348659	0.10458756440270646	AT1G01060;AT2G46830	0.23427614426206247
GO:0010030	positive regulation of seed germination	biological_process	1	47	0.11097810937115685	9.010786052009456	0.10519665730584055	AT4G39850	0.23430164581755394
GO:0009723	response to ethylene	biological_process	2	233	0.5501680741165861	3.6352527420123986	0.10533647659210627	AT2G01930;AT2G26070	0.23328756397799807
GO:0003723	RNA binding	molecular_function	8	2015	4.75789128474215	1.6814171491590846	0.1055294845814426	AT1G09140;AT1G28090;AT1G31600;AT1G55310;AT1G60200;AT2G05210;AT3G46960;AT4G26600	0.2324020109883455
GO:0005381	iron ion transmembrane transporter activity	molecular_function	1	48	0.11333934574075592	8.823061342592593	0.10731112908614114	AT3G08040	0.23435076658366197
GO:0000723	telomere maintenance	biological_process	1	48	0.11333934574075592	8.823061342592593	0.10731112908614114	AT2G05210	0.23435076658366197
GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	2	241	0.5690579650733787	3.5145804518211157	0.11137977752308802	AT2G01930;AT2G46830	0.2412202916522127
GO:0009555	pollen development	biological_process	3	492	1.1617282938427482	2.5823594173441733	0.11139000007219117	AT1G31070;AT5G07370;AT5G63160	0.23991692323241176
GO:0060586	multicellular organismal-level iron ion homeostasis	biological_process	1	50	0.11806181847995409	8.470138888888888	0.11152519820628708	AT3G08040	0.23695326664967226
GO:0015693	magnesium ion transport	biological_process	1	50	0.11806181847995409	8.470138888888888	0.11152519820628708	AT3G26670	0.23695326664967226
