gene	mean_abs_shap
AT3G57550	0.01451020851351225
AT5G66720	0.009399337622691083
AT4G30850	0.008450641837797548
AT4G37440	0.007843676693286014
AT3G17660	0.007676917968690305
AT5G56650	0.007514830611768498
AT2G02390	0.006231448482230315
AT5G65560	0.006043252825595539
AT2G26540	0.0056957229136255505
AT1G02280	0.005673002047280696
AT4G18140	0.005664794084593351
AT3G04970	0.005275402118780734
AT5G59470	0.0052471238769424815
AT4G11050	0.005236483282298959
AT2G43180	0.0048770791154757595
AT1G23490	0.004778169812647582
AT2G20960	0.00461588550839907
AT1G16710	0.004548219085497319
AT3G54500	0.004457636132382289
AT3G12710	0.004443878187790101
AT1G01560	0.004400436496328522
AT5G58100	0.004290334756464728
AT2G18860	0.004240299780458276
AT1G44180	0.004227552724333819
AT4G02430	0.004075741244872491
AT1G68580	0.003961000849626567
AT1G12240	0.0038830301825588873
AT1G50300	0.003849584134574064
AT1G75020	0.00384205694089035
AT5G23090	0.0038169553573295504
AT4G19410	0.003795937568304671
AT1G64980	0.0037192282991940153
AT4G19120	0.003654791048347418
AT3G09660	0.0035648850575807885
AT2G42790	0.003538296867251431
AT1G77480	0.003466756278212386
AT5G47435	0.0034465515657028825
AT1G60860	0.0034443722516698033
AT1G19970	0.0034234069478298423
AT3G62190	0.0033961757000798495
AT2G40830	0.003367253409857931
AT4G34000	0.0033652339404203267
AT5G61440	0.0033483901403217526
AT5G10520	0.003315375091662163
AT1G61660	0.003312899882379079
AT2G45400	0.0033053055660384315
AT5G65060	0.0032792609721467797
AT5G57060	0.0031826146093799266
AT1G55250	0.003171915981291649
AT1G77810	0.0031611350676641033
AT3G27320	0.003149853506644945
AT4G27630	0.0031275530938210984
AT5G40540	0.0031230339169726565
AT2G45960	0.0031083745854330524
AT1G22330	0.003076379637382778
AT3G57170	0.0030226989814168613
AT4G30630	0.003010739772119233
AT2G01450	0.0029728546761355504
AT4G10843	0.0029349762418890164
AT4G10480	0.0028970241466202682
AT2G40630	0.0028605867913927088
AT4G19670	0.0028296936396328735
AT3G45300	0.0028214954783764195
AT5G03630	0.0028089429716459456
AT2G20750	0.002796284562024747
AT5G22920	0.002795721696995993
AT4G01770	0.002745783069973132
AT1G16225	0.002647311076879331
AT2G23950	0.002632291849201079
AT3G50660	0.0026217040027218834
AT1G80820	0.002548900662009909
AT1G06620	0.0024955960542039687
AT3G48050	0.0024275459893565643
AT1G70920	0.002332705387335003
AT1G67890	0.00231126599992264
AT2G40690	0.0023100486777944563
AT1G76020	0.00229283389440397
AT4G32650	0.002211621160392257
AT4G16620	0.002208984991030671
AT4G35770	0.0022053621329074114
AT4G00450	0.00216638760680981
AT5G26340	0.002161780486199412
AT5G22210	0.00215028615353627
AT3G23490	0.0021267974046538423
AT5G57790	0.0021162412554505024
AT3G08720	0.0020670639888350716
AT2G45670	0.00201182312499414
AT4G03340	0.0019820904907504344
AT3G26720	0.0019690289303484947
AT1G07728	0.0019594637958382354
AT3G51840	0.0019138716878468317
AT2G43000	0.001911003541800815
AT4G02005	0.0019100092831799717
AT1G72970	0.0018918923747993678
AT5G40210	0.0018870792260235626
AT1G30510	0.0018737329269485439
AT5G18940	0.0018711910830992806
AT4G26690	0.0018693679452001224
AT2G27720	0.0018670834931299306
AT5G40490	0.0018653438811585005
AT5G21060	0.0018331909534268355
AT5G22760	0.0018115002451632844
AT5G59710	0.0017916001954275938
AT2G20210	0.0017755705783033668
AT2G16980	0.0017488685729047883
AT1G76160	0.0017207656136507426
AT1G48310	0.0017161091453925083
AT2G30700	0.001712715070814523
AT1G48510	0.0017088831191556996
AT2G37500	0.001708299892876889
AT3G47490	0.0017005278354223908
AT3G59300	0.0016964496606764687
AT4G31720	0.0016956530521985498
AT3G58030	0.0016927449757146917
AT4G29670	0.0016466289146644891
AT5G05490	0.0016439088984622002
AT1G48520	0.0016015606090288295
AT3G44400	0.00159407396945004
AT4G34830	0.001589637776052858
AT5G66310	0.00154512360482613
AT5G24960	0.0015335379050118508
AT1G20220	0.0015326458734495835
AT1G53040	0.0015097953760604295
AT4G38360	0.0015010285366614193
AT4G27050	0.00149877574575997
AT5G06690	0.001494961097903833
AT1G09840	0.001489061329792893
AT5G40830	0.0014877203487410754
AT1G55940	0.0014826381202296805
AT5G60580	0.0014745551688469217
AT2G26650	0.0014576374319535126
AT5G01160	0.0014526763139960494
AT3G52250	0.0014505718749107813
AT4G18600	0.0014474858138749074
AT3G61610	0.0014443870238094899
AT1G01920	0.0014415384142962807
AT4G27800	0.0014403349444511784
AT4G30200	0.0014349143584052257
AT1G07119	0.0014266213687477364
AT1G72370	0.0013914389069255735
AT5G37475	0.0013908500541355195
AT3G06630	0.0013904184868827952
AT1G71190	0.0013840992128630835
AT3G55480	0.0013692110130313182
AT1G50970	0.0013580822096745002
AT2G47090	0.0013572954055974553
AT4G32560	0.0013408757513740449
AT1G04200	0.0013373314088105407
AT3G52730	0.0013361106503888085
AT3G53760	0.001335525048695669
AT2G05590	0.0013299698169665364
AT1G75760	0.0013183419333843132
