gene	mean_abs_shap
AT1G06960	0.016145226772720005
AT3G02460	0.012693871583167664
AT5G02810	0.01251505463081189
AT4G33080	0.012104525393514457
AT5G01950	0.0095054692919587
AT4G02550	0.009246462185992834
AT3G54350	0.009242380866480373
AT4G20380	0.009062797281133614
AT4G36980	0.008779261462287904
AT2G15890	0.008727621194053311
AT5G52070	0.007202035076255113
AT5G47480	0.007135049873458378
AT1G46768	0.007013067974809099
AT4G24900	0.005873814246324336
AT1G04960	0.00582795098389283
AT2G34300	0.005751399838287636
AT4G35760	0.005595576899100781
AT5G43930	0.005029509577600144
AT5G05610	0.004652741185670787
AT2G47860	0.004629725363280939
AT5G18230	0.004577754205790148
AT3G27390	0.0044712026810475765
AT3G59350	0.004354390463364843
AT2G05210	0.004216400768393046
AT1G23330	0.0041084897684133094
AT1G12370	0.004087496751072714
AT3G44530	0.003983116726384737
AT1G08110	0.003975627562746273
AT4G32350	0.003830013087054471
AT3G46130	0.003661264833384007
AT1G54440	0.003544489287360579
AT4G32560	0.0035311389038160143
AT1G61890	0.0035232966989136834
AT1G61660	0.0035172370532163917
AT1G67300	0.0035043744062480684
AT4G21720	0.0034789295770699122
AT2G31865	0.0034652513338133024
AT5G59780	0.0034350778519168135
AT5G58660	0.0033403414290522682
AT2G46920	0.0032764571242819233
AT4G04223	0.003271010725699859
AT3G01860	0.0032706382796384805
AT2G22670	0.0032344880813292027
AT1G22330	0.0031443622171068906
AT2G27340	0.003041005217216254
AT5G67110	0.0029945701335108792
AT2G38550	0.0029397842368785714
AT4G10480	0.002865299214184554
AT4G25650	0.002847087641413155
AT5G49710	0.002812093881743119
AT4G16520	0.0027921095674911926
AT3G25585	0.002790437515431326
AT5G22640	0.0027504641348505728
AT2G19080	0.00270934163568334
AT3G33530	0.0026843476888178336
AT1G50410	0.002684150258053922
AT3G20810	0.002654639086016412
AT1G30080	0.0026338980010737526
AT1G55500	0.0026030136610718864
AT1G20220	0.0025695802475672056
AT5G04110	0.0025544102141235978
AT5G40550	0.0025532679694257013
AT1G51420	0.0025394830573186636
AT2G20270	0.002512703835702833
AT2G27110	0.0024754695998916057
AT1G35460	0.0024628887490137042
AT2G25670	0.0024064336768698743
AT5G62570	0.0024058136666839335
AT3G55600	0.0023658868182143394
AT5G10745	0.0023586976167720357
AT5G59470	0.002351419030618935
AT1G69840	0.0023276103563356558
AT2G22240	0.002322969835638673
AT3G13120	0.002299352597985394
AT4G12790	0.0022757341866416173
AT4G35785	0.0022754495733785032
AT4G14930	0.002260200125356608
AT3G53460	0.002216919553538285
AT3G50240	0.0022091557955810455
AT2G26350	0.0021248261594698807
AT2G39800	0.0020714231056619737
AT3G53570	0.0020463530244372585
AT1G15280	0.002016098505667855
AT5G51180	0.00200274331155708
AT2G30880	0.001984301253683604
AT1G64980	0.0019627288539177537
AT5G45340	0.001928207901896742
AT4G12760	0.0018989801389061895
AT5G45370	0.001897891563587785
AT5G06220	0.0018969829610031533
AT5G00875	0.0018776386616937398
AT1G03180	0.0018697427451067703
AT5G45472	0.0018149820744561534
AT4G23850	0.0017659158739169421
AT5G56260	0.0017611386621826809
AT5G37380	0.0017376398870861955
AT1G18415	0.0017197380529426105
AT2G40360	0.0017133069460042536
AT4G35140	0.001706152726751346
AT3G62030	0.0016733121286421
AT1G47500	0.001670695718300828
AT1G76020	0.0016027290584395698
AT3G17609	0.0015983456483880543
AT1G77530	0.0015967478618519972
AT2G46800	0.0015821325840474543
AT4G33380	0.0015237256106467876
AT2G23980	0.0015211579831276502
AT3G09540	0.0015141998257764545
AT1G51590	0.0015109548026511362
AT4G34000	0.0015017765177463918
AT4G25720	0.0014932394945744885
AT3G09410	0.0014517752027155728
AT1G73280	0.0014513509123834656
AT2G05830	0.0014442118194539974
AT3G28970	0.0014368112090580448
AT1G47840	0.001416261879031103
AT5G66210	0.0014111748692449107
AT1G79790	0.0014089346272080081
AT4G26910	0.0014042643257185983
AT1G78870	0.00139432807918244
AT2G44280	0.0013924374685723108
AT3G47000	0.001383898094520478
AT3G66654	0.001374019986935116
AT5G56140	0.0013670427616862715
AT3G14110	0.0013621688418443659
AT5G26667	0.001358530712475042
AT1G51380	0.0013390990364439154
AT1G35516	0.0013331155985989193
AT3G47630	0.0013183638923068678
AT1G10657	0.001312145620206763
AT3G57930	0.0013074240946766447
AT3G62330	0.0013015455579011798
AT5G20990	0.0012995774093012907
AT4G12720	0.0012675704065120558
AT3G52030	0.0012662298737378746
AT4G16950	0.001239971411807475
AT4G24160	0.0012320723359443332
AT3G26690	0.001226506796810004
AT1G78955	0.001214056798942913
AT4G25500	0.0012069659390344376
AT4G00450	0.0012046554396648891
AT5G26260	0.0012025052183013381
AT1G06620	0.0011863807664595054
AT2G18630	0.0011828948178879807
AT1G08910	0.0011655435308203096
AT2G22920	0.0011632456823567282
AT5G38660	0.0011593375079491136
AT1G34180	0.001159202233561437
AT1G70610	0.0011495262098949626
AT5G08100	0.001145452223688444
AT4G31010	0.0011400436715288357
AT2G48120	0.0011388466553575727
AT4G03390	0.001123091488301527
AT1G18840	0.0011137517025706012
AT5G08590	0.0011133771345145501
AT2G46020	0.0011058285869990096
AT2G26810	0.0010956572582378407
AT1G26190	0.001093999379423299
AT2G34780	0.0010868562499442892
AT5G57655	0.001080626249526748
AT5G62260	0.0010495865601078658
AT1G29380	0.0010249557066484808
AT5G52545	0.0010221684121863442
AT2G02500	0.001012903424957765
AT3G13430	0.0010114412041470915
AT1G51850	0.001009607197820748
AT2G23985	0.000999369186336543
AT2G40640	0.0009953647720271918
AT2G45010	0.0009938795493484233
AT2G44100	0.000982836620118428
AT2G31660	0.0009827140416466392
AT4G14300	0.0009717683186347004
AT3G59820	0.0009696823493407776
AT5G54110	0.0009690373063904579
AT5G25440	0.0009621097611995245
AT5G08450	0.000960894606788022
AT3G05230	0.000950815494825309
AT3G13445	0.0009491264190732493
AT1G16840	0.0009489124327380168
AT4G30630	0.0009332388036979918
AT2G42670	0.000924524982579473
AT1G61240	0.0009226807662830258
AT2G16650	0.0009214308103607188
AT4G00440	0.000910526163377221
AT4G36090	0.0009011747121802596
AT5G66720	0.0008967643638604534
AT1G44780	0.000887807323921927
AT2G32170	0.0008424158923045618
AT1G03860	0.0008364576446456122
AT3G59710	0.0007991893243522353
AT5G04680	0.0007991501720548107
AT2G42170	0.0007831779073886205
AT3G51620	0.0007610321233356211
AT4G37440	0.0007591908741116644
AT1G01060	0.000745377951821526
AT1G31910	0.0007308976004072555
AT4G38090	0.0007290793831138065
AT2G05840	0.000718086487251142
AT5G13260	0.0007159113383748473
AT3G62860	0.0007152739375348651
AT1G04200	0.0007005969071714942
AT5G21930	0.0006985711373393822
AT3G25540	0.0006978120438495873
AT2G41160	0.0006975280560453221
AT5G13190	0.0006915112384267652
AT2G36680	0.0006910544419646566
AT5G48640	0.0006831203062353582
AT2G02820	0.0006814133553851479
AT5G22770	0.0006766408407339337
AT4G01600	0.0006729315199856311
AT4G24750	0.000672903677297642
AT1G02120	0.0006700495386729289
AT3G01560	0.0006686327545958048
AT1G19970	0.0006578279493333646
AT5G22760	0.0006517270721807382
AT5G17010	0.0006424811846121375
AT3G22425	0.0006337956380942127
AT5G42250	0.0006322926417664526
AT5G04080	0.0006245645830813805
AT5G27760	0.0006237563308153203
AT5G49960	0.0006231102079643832
AT1G45170	0.0006224107696161808
AT4G08470	0.0006170478971374424
AT2G46225	0.0006151746682281667
AT3G47740	0.0006146948490681034
AT2G46830	0.0006084668446028589
AT3G53800	0.0006082808364418718
AT2G02410	0.0006081471636602553
AT1G47490	0.0006050351998719507
AT1G50630	0.0006046823181128325
AT5G10710	0.0006028596002947363
AT1G58180	0.0005957426235262577
AT3G26510	0.0005872869789388125
AT3G08840	0.0005838740631422097
AT5G36002	0.0005832449300320429
AT4G21310	0.0005790162815478319
AT3G58120	0.0005759171112499703
AT3G13560	0.0005697215323667174
AT3G10770	0.0005624636859878937
AT1G50460	0.0005554221738139501
AT3G30390	0.000553133501390936
AT4G04620	0.0005511448499960702
AT3G60820	0.0005451530914964782
AT3G63490	0.0005429448004430201
AT1G73170	0.0005218247104969296
AT3G54760	0.0005106366676320395
AT2G47640	0.0005090953899968863
AT2G44650	0.0005079098433606262
AT5G61530	0.0005054806633537561
AT1G57680	0.0004952656318800853
AT4G04190	0.0004893743242364492
AT4G06676	0.0004883124260238002
AT1G11170	0.00048825525418619054
AT5G02310	0.0004862940548237808
AT2G47500	0.00048377694595826576
AT2G43720	0.00048044929550920866
AT5G25800	0.0004747883946775902
AT1G18950	0.00046792005905569456
AT1G32380	0.00046186902461681147
AT3G19370	0.0004617406868536777
AT5G05690	0.0004571713935366477
AT4G34600	0.00045716795393688003
AT5G23760	0.0004530519978695279
AT3G05030	0.00044997251836156746
AT3G06250	0.00044402452346668027
AT5G20165	0.0004397324725791148
AT2G39580	0.00043643729449149366
AT5G44750	0.0004343956084387537
AT2G24270	0.0004286036936727704
AT5G63320	0.0004172671325179688
AT3G49320	0.000417089061802483
AT5G04560	0.0004135046841589585
AT2G32410	0.00040864228924036687
AT3G14080	0.0004049678805952197
AT5G01030	0.0004007668234379994
AT5G45170	0.00040008570966701683
AT1G18030	0.0003969966452670077
AT4G10843	0.00038985552391123784
AT5G19130	0.0003883997487582052
AT1G18660	0.00038170476996454586
AT1G52260	0.0003763067854530977
AT5G64360	0.00037357182195202847
AT3G07860	0.00036972815167902367
AT1G14690	0.0003660874802450806
AT4G31150	0.0003649776512005066
AT1G79990	0.00036404543986201163
AT3G04520	0.0003630088646363252
AT3G23490	0.0003599474839314047
AT5G48810	0.00035704890053549557
AT5G55260	0.00035298182612491743
AT2G39100	0.0003525393023655774
AT4G21660	0.00035063210851492613
AT2G36330	0.00034993517779939587
