bin_code	bin_name	n_genes_test	n_genes_background	expected	fold_enrichment	pvalue	genes	fdr_bh
34	transport	1	276	0.14029679429367878	7.127746610565684	0.13120657903966187	AT5G21930	0.3936197371189856
27	RNA	1	520	0.2643272935967861	3.783188585607941	0.23319768930569418	AT4G26600	0.34979653395854127
20	stress	3	3342	1.698811183077806	1.7659408119534372	0.2400839658568368	AT1G16540;AT3G20810;AT5G42900	0.2400839658568368
