gene	mean_abs_shap
AT1G56220	0.002682171167072077
AT5G01770	0.0018968768186074449
AT1G48360	0.0018231353898402313
AT3G15620	0.0016450717680887756
AT3G62190	0.0016265286751790833
AT1G07990	0.0016247344633361011
AT5G45115	0.001567110936391814
AT1G54680	0.0015055569712995737
AT5G45800	0.0014460927974878656
AT2G04865	0.0013724231444713323
AT1G09270	0.001348569713050952
AT4G36980	0.0013129965409215232
AT1G10450	0.0012845487150681515
AT1G72175	0.0011569845715093633
AT4G10000	0.0011547051815653626
AT5G15845	0.0011447838297528393
AT1G70620	0.0010584679380987682
AT1G31360	0.0010366421296884327
AT4G01593	0.0009944445696866916
AT5G60540	0.0009422201370916113
AT4G27040	0.0009366677350798302
AT3G61410	0.0009318098514846901
AT5G60170	0.0009306698921208343
AT3G14550	0.0009306452366956275
AT4G35770	0.0009302119883097172
AT5G53220	0.0009285309883380976
AT4G26600	0.0009140184816161295
AT4G02880	0.0009080599918961846
AT5G60570	0.0009032342551695295
AT1G29357	0.0009017056475739756
AT5G52040	0.0008850752745727467
AT5G16030	0.0008804500780605258
AT1G10910	0.000878123008700619
AT4G26480	0.0008770068770884665
AT3G06820	0.0008755146235629994
AT3G04890	0.0008704799387489444
AT2G40540	0.0008698144603557647
AT2G39780	0.0008604738506604476
AT5G51460	0.0008565251010970663
AT1G09932	0.0008534230051983814
AT5G13750	0.0008521504965132962
AT5G56240	0.0008500526765302618
AT2G39435	0.0008463861569503646
AT1G10240	0.0008400625652184259
AT4G20930	0.0008381423647414151
AT5G63050	0.0008329611921744584
AT4G24290	0.000831990083785957
AT1G73470	0.0008278022571202343
AT4G31880	0.0008267655922424354
AT1G77460	0.0008234476357025419
AT5G43660	0.0008232143595641104
AT3G53500	0.000814367780105247
AT4G33130	0.0008060080533070692
AT1G18750	0.0008019314777391367
AT1G04160	0.0007928120181315855
AT1G58007	0.0007766334865669713
AT3G54500	0.0007727818211239156
AT1G03430	0.0007688065946087453
AT2G30120	0.0007653653250920217
AT2G27950	0.0007636314801829096
AT5G50130	0.0007467816384207506
AT5G10100	0.0007444510986989146
AT5G51230	0.0007431791729984917
AT5G65460	0.0007413751981720869
AT5G01160	0.0007412341844519327
AT1G02120	0.0007408928125830498
AT4G30890	0.0007371959161228112
AT1G14710	0.0007355620167598437
AT2G44750	0.0007332674858660986
AT4G38060	0.0007300786195344228
AT1G53490	0.0007286830362056738
AT1G01060	0.0007277111289270184
AT1G33270	0.0007253719335786
AT1G48520	0.0007214612551665321
AT5G66160	0.0007174960298482626
AT3G22190	0.0007110217414813684
AT3G29010	0.0007017353762166533
AT4G33800	0.0006867527623000073
AT5G45472	0.0006846705530754945
AT4G01510	0.0006775419927914706
AT1G74390	0.0006751296097611973
AT1G76990	0.0006688657408420347
AT5G67110	0.000666698377412619
AT3G44630	0.0006663868299674446
AT5G60580	0.0006655601786886354
AT2G26280	0.0006637198464136601
AT3G13050	0.0006625759419725315
AT5G17300	0.0006559762126627139
AT1G18610	0.0006556845359922694
AT5G23405	0.0006545859910275777
AT5G49150	0.0006519914715259833
AT2G04845	0.0006502380730037705
AT4G32250	0.0006478113518846505
AT1G06220	0.0006392973390441028
AT3G04920	0.0006368810346975617
AT3G14870	0.0006354796429044227
AT4G00560	0.0006326679433790251
AT3G61270	0.000632511514009855
AT3G09100	0.0006279198886074578
AT5G01215	0.0006248368848017752
AT1G48090	0.0006184280570890733
AT5G04430	0.0006119221371087522
AT3G24503	0.0006111574266316432
AT5G52270	0.0006091439284969447
AT2G31810	0.0006088095825791124
AT3G20810	0.0006058834756601757
AT1G53660	0.0006016357681607982
AT3G19000	0.000595981150126547
AT1G17970	0.0005954030572875889
AT3G06440	0.0005933868573842576
AT1G65950	0.0005927126148594562
AT4G32460	0.0005916853323947685
AT5G03180	0.0005913431776181371
AT2G46810	0.0005909680448930799
AT3G13445	0.0005888953010666949
AT4G10730	0.000588745611889996
AT5G55490	0.000588680968495197
AT3G47990	0.0005855003214845847
AT3G57530	0.0005828341165029134
AT1G77370	0.0005824555410162833
AT1G03060	0.0005789403058866176
AT1G61040	0.0005786039301238147
AT2G35600	0.0005779377633674465
AT3G59320	0.0005705920181512136
AT5G15070	0.0005700624559754559
AT3G53970	0.0005688251101740698
AT4G14520	0.0005680420219073181
AT4G10050	0.000567195531503985
AT5G09820	0.0005653095629083716
AT3G45960	0.0005627685439709647
AT1G02650	0.00056182312156526
AT2G46790	0.000555583557598352
AT1G14520	0.0005548580603155415
AT3G26440	0.0005531022568446572
AT4G25440	0.0005524999221530915
AT4G08460	0.0005502068863260156
AT4G12030	0.0005492648308052006
AT5G47510	0.0005472870529846245
AT4G13040	0.0005466202541039946
AT3G61680	0.0005465979310444613
AT2G41880	0.000544568675714573
AT1G63490	0.0005425625735479985
AT4G12560	0.0005419651143445934
AT1G01220	0.0005410355997455739
AT2G05210	0.0005387386202875281
AT3G09920	0.0005386253729225067
AT3G27340	0.0005381431955156881
AT1G71696	0.0005379799056424533
AT3G20270	0.000537370634938986
AT1G71190	0.0005343843907035618
AT3G59350	0.0005340914941802716
AT1G71720	0.0005327136899515817
AT4G37940	0.0005326184255205089
AT1G07820	0.0005324125287855854
AT4G03230	0.0005308353778299168
AT1G63150	0.0005289133957094256
AT1G08720	0.0005270905521713867
AT1G48920	0.0005245588215554776
AT1G23935	0.0005233895610269612
AT3G54740	0.0005227664007859935
AT4G19990	0.0005219463436814065
AT1G02910	0.0005216625362233089
AT1G73090	0.0005213170099494049
AT3G52660	0.0005205224419368788
AT3G04500	0.0005190445851683933
AT4G36480	0.0005177345508385281
AT1G23330	0.0005170047922608302
AT4G26910	0.0005161906056860174
AT5G07100	0.0005161290465673869
AT3G53200	0.000516028191985987
AT2G36960	0.000511751861552577
AT2G40020	0.0005112817989923081
AT3G13062	0.0005112255408776745
AT1G22280	0.0005104169638268287
AT3G62620	0.0005098083299597829
AT5G57060	0.000508791013950022
AT5G21170	0.0005082888947188403
AT1G70895	0.0005052354494027516
AT1G08800	0.0005039895309584564
AT1G30280	0.0005036368980033049
AT2G35360	0.0005028468317980395
AT2G30350	0.0004988445634436798
AT3G58490	0.000497743388578831
AT2G43910	0.0004943243000985132
AT2G33500	0.0004934391479908285
AT5G52530	0.0004930819768749236
AT3G13750	0.0004916667701426355
AT3G51075	0.0004911075416448815
AT3G19290	0.0004910511102912844
AT1G05030	0.0004909454220004485
AT1G01448	0.0004900303064956508
AT2G32640	0.0004897293044088213
AT2G36080	0.000488240988957377
AT2G25480	0.0004878210457298856
AT1G55080	0.00048775625852824194
AT4G10170	0.00048717333157814133
AT5G11510	0.00048709879883891883
AT4G24160	0.00048703472072380715
AT1G02260	0.00048605815734600633
AT2G17200	0.0004852057429978816
AT1G72320	0.00048453938599158166
AT2G43680	0.00048431647847897816
AT3G20010	0.00048364393982175104
AT1G76440	0.0004803907694822702
AT3G15690	0.00047887336569417844
AT3G49970	0.00047796114561745207
AT5G55170	0.00047708730213769465
AT5G10965	0.00047336175080481415
AT1G77480	0.00047264804481357775
AT4G19440	0.0004721633051603199
AT1G09660	0.0004712320504718143
AT4G36540	0.00047031996476141005
AT5G26770	0.00047021936342328194
AT1G07170	0.0004699698069346062
AT2G16980	0.0004673960622569187
AT3G27610	0.00046385531210916923
AT3G13970	0.00046154971107794095
AT3G03690	0.000460194091002476
AT1G11870	0.00045857096642215166
AT2G40030	0.00045848191850236423
AT2G45830	0.00045715369171734195
AT5G17010	0.00045653396673668925
AT3G08720	0.00045595670187497875
AT3G46500	0.0004548869017819072
AT5G23020	0.00045441104742663857
AT4G32530	0.00045335162259270846
AT3G23050	0.0004530985853767603
AT4G02150	0.00045081385942601814
AT1G69310	0.00045036042859978844
AT1G13860	0.0004503370124323913
AT1G62800	0.00044993308943744976
AT3G09830	0.0004497321517856812
AT5G66210	0.00044941850197769545
AT2G37930	0.00044912705423499536
AT5G43130	0.00044782553610380637
AT2G06025	0.0004472298657772314
AT3G20920	0.00044671975125947443
AT5G54090	0.00044610897837934213
AT5G48220	0.00044609287158150785
AT1G02850	0.0004457918506598851
AT2G27340	0.00044555484704337774
AT3G10770	0.0004443980767801703
AT2G26800	0.00044433566837058774
AT4G38040	0.00044433019939371085
AT3G48990	0.0004441008271750247
AT5G02200	0.00044404582179776597
AT2G04270	0.0004437593317425357
AT1G58025	0.0004421297673713946
AT3G57410	0.00044209623885554385
AT3G20200	0.0004414746096756316
AT3G18140	0.0004408511046473178
AT3G59640	0.0004388921078925928
AT2G36250	0.000438239059507603
AT5G40540	0.00043819030042625384
AT1G80820	0.00043723067730089217
AT1G03905	0.00043668764834476156
AT1G04970	0.0004363828855920324
AT5G65510	0.00043562821346906027
AT1G31950	0.00043412162867094775
AT4G15510	0.00043053298790891284
AT3G55850	0.00043046235799468663
AT1G60270	0.00043024080441354584
AT5G11920	0.00042937349323945024
AT5G64390	0.0004292790454110711
AT1G75150	0.0004285030993497606
AT2G38660	0.00042714227315172225
AT5G18760	0.0004270921454994542
AT2G01690	0.000426729672791515
AT3G13420	0.00042364082133356684
AT2G47700	0.0004232995339795791
AT5G39790	0.0004215517942545
AT3G51360	0.0004214379187453362
AT5G41700	0.0004212876834472481
AT4G33700	0.000420832191293985
AT3G20650	0.00042038227250691256
AT4G22120	0.000419842990844637
AT4G34570	0.00041927708374464015
AT3G13230	0.0004190961666725574
AT3G50920	0.0004181133583609744
AT2G39730	0.0004176083920513961
AT4G15090	0.00041555535894631214
AT5G13870	0.0004150523541614736
AT5G15510	0.0004136117114220116
AT4G29990	0.0004135729154602921
AT5G65380	0.000413107111006558
AT4G07405	0.0004125805817170229
AT1G72840	0.000412472911727719
AT1G79790	0.00041194058540378037
AT5G35560	0.00041163215875331
AT4G30130	0.00041142695879103853
AT3G61750	0.0004111579609110405
AT4G25990	0.0004102326194815817
AT4G15765	0.0004098976347664888
AT2G30370	0.0004089715760731929
AT4G02120	0.00040890610325061027
AT2G34357	0.00040864336891341553
AT1G23880	0.00040743812299188494
AT1G24040	0.0004060813075734821
AT2G32150	0.0004051308933278529
